,Page Name,User Name,Facebook Id,Page Category,Page Admin Top Country,Page Description,Page Created,Likes at Posting,Followers at Posting,Post Created,Post Created Date,Post Created Time,Type,Total Interactions,Likes,Comments,Shares,Love,Wow,Haha,Sad,Angry,Care,Video Share Status,Is Video Owner?,Post Views,Total Views,Total Views For All Crossposts,Video Length,URL,Message,Link,Final Link,Image Text,Link Text,Description,Sponsor Id,Sponsor Name,Sponsor Category,Total Interactions (weighted  —  Likes 1x Shares 1x Comments 1x Love 1x Wow 1x Haha 1x Sad 1x Angry 1x Care 1x ),Overperforming Score
49,SIC Notícias,sicnoticias,150808986387,TV_CHANNEL,PT,"Obrigado por visitar a SIC Notícias. 

Aqui pode seguir os conteúdos que passam na televisão e os exclusivos do site: em texto, vídeo e em fotos. 

Acompanhe também as notícias de última hora em direto. 

http://sicnoticias.pt/ ",2009-09-09 10:03:09,1763539.0,1940118.0,2022-01-05 08:35:25 WET,2022-01-05,08:35:25,Link,364,63,242,4,0,1,48,4,1,1,,-,0,0,0,,https://www.facebook.com/150808986387/posts/10160366024546388,"Francisco Rodrigues dos Santos e Inês de Sousa Real estiveram em debate, tendo o líder do CDS procurado caracterizar o PAN como radical.",https://sicnoticias.pt/eleicoes-legislativas/legislativas-cds-e-pan-separados-pelo-mundo-rural-e-pelas-touradas/,,,Legislativas: CDS e PAN separados pelo “mundo rural” e pelas touradas,"Francisco Rodrigues dos Santos e Inês de Sousa Real estiveram em debate, tendo o líder do CDS procurado caracterizar o PAN como radical.",,,,364,3.53
50,CM TV,CMTV8,425596974169944,TV_CHANNEL,PT,"CMTV, o canal do jornal Correio da Manhã, conta com uma vasta equipa de profissionais que todos os dias produzem informação e entretenimento a pensar em si.",2012-11-03 18:04:00,655573.0,753421.0,2022-01-20 23:45:01 WET,2022-01-20,23:45:01,Link,363,111,149,8,15,4,62,6,6,2,,-,0,0,0,,https://www.facebook.com/425596974169944/posts/4947692258627037,Manifestantes empunhavam uma faixa com o nome do grupo de forcados da capital do Baixo Alentejo,https://www.cm-tv.pt/redirect-to?token=EiEnOjA%2FNiB3YmZgZ2JlZ3dgYWd3ZWBkZGtgY2VjZWtnZGFgYWBm,https://www.cm-tv.pt/atualidade/detalhe/20220120-2007-lider-do-pan-insultada-por-grupo-ligado-a-tauromaquia-em-beja,,Líder do PAN insultada por grupo ligado à tauromaquia em Beja,Manifestantes empunhavam uma faixa com o nome do grupo de forcados da capital do Baixo Alentejo.,,,,363,2.88
51,SIC Notícias,sicnoticias,150808986387,TV_CHANNEL,PT,"Obrigado por visitar a SIC Notícias. 

Aqui pode seguir os conteúdos que passam na televisão e os exclusivos do site: em texto, vídeo e em fotos. 

Acompanhe também as notícias de última hora em direto. 

http://sicnoticias.pt/ ",2009-09-09 10:03:09,1763774.0,1940633.0,2022-01-07 23:32:42 WET,2022-01-07,23:32:42,Native Video,360,137,102,18,7,2,62,2,28,2,owned,Yes,13930,14085,0,00:25:48,https://www.facebook.com/150808986387/posts/10160370840806388,"Esta tarde na SIC Notícias, o presidente da Iniciativa Liberal (IL), João Cotrim de Figueiredo, e a líder do Pessoas–Animais–Natureza (PAN), Inês Sousa Real, estiveram frente a frente para mais um debate entre candidatos às eleições legislativas 2022, moderado pela jornalista Rosa de Oliveira Pinto.",https://www.facebook.com/sicnoticias/videos/417046433502249/,,,Debate IL vs PAN,,,,,360,1.29
55,Expresso,jornalexpresso,43218682948,TOPIC_NEWSPAPER,PT,"Página oficial do Expresso no Facebook. As notícias e a opinião que interessam. Todos os dias, a todas as horas 
https://expresso.pt",2009-01-03 09:57:23,760822.0,797196.0,2022-01-18 00:26:06 WET,2022-01-18,00:26:06,Link,324,96,169,6,1,1,40,5,6,0,,-,0,0,0,,https://www.facebook.com/43218682948/posts/10159326984887949,"Saúde dominou debate entre todos em que ninguém se entendeu. Costa levou “pancada de todos” e direita não o deixou justificar os atrasos no desenvolvimento do país com a História. Esquerda lutou contra maioria absoluta do PS, mas Catarina deu uma ajuda. O CDS rejeitou o PAN, mas Inês Sousa Real não atacou ninguém",https://expresso.pt/politica/a-esquerda-contra-a-direita-a-direita-contra-a-esquerda-e-todos-contra-costa-e-a-maioria-absoluta,https://expresso.pt/politica/a-esquerda-contra-a-direita-a-direita-contra-a-esquerda-e-todos-contra-costa-e-a-maioria-absoluta/,,"A esquerda contra a direita, a direita contra a esquerda e todos contra Costa e a “maioria absoluta”",,,,,324,3.41
57,Observador,ObservadorOnTime,111978555633494,NEWS_SITE,PT,"Obrigado por visitar o Observador no Facebook. Aqui queremos partilhar informação, interagir com os nossos leitores e discutir ideias.",2012-11-27 14:41:38,829133.0,936026.0,2022-01-25 20:26:43 WET,2022-01-25,20:26:43,Link,309,26,143,16,0,1,101,6,16,0,,-,0,0,0,,https://www.facebook.com/111978555633494/posts/2293090197522308,"Pela terceira vez, a líder do PAN visitou um mercado e deixou de lado o contacto com comerciantes da carne ou do peixe. Sousa Real garante que ""respeita todos"", mas setor diz-se ""contra eles"".",https://observador.pt/2022/01/25/se-toda-a-gente-votasse-no-pan-eu-nao-sobrevivia-como-ines-sousa-real-tem-evitado-bancas-do-peixe-e-da-carne-nos-mercados-que-visita/?utm_term=Autofeed&utm_medium=Social&utm_source=Facebook#Echobox=1643142400,https://observador.pt/2022/01/25/se-toda-a-gente-votasse-no-pan-eu-nao-sobrevivia-como-ines-sousa-real-tem-evitado-bancas-do-peixe-e-da-carne-nos-mercados-que-visita/,,"""Se toda a gente votasse no PAN, eu não sobrevivia"". Como Inês Sousa Real tem evitado bancas do peixe e da carne nos mercados que visita",,,,,309,5.33
58,CNN Portugal,cnnportugal,101826228779402,TV_CHANNEL,PT,"CNN Portugal. A força da informação, 24 horas por dia, em direto e em português.  Acompanhe no canal 7, em cnnportugal.pt e descarregue a nossa app. #EmTodasAsFrentes
",2021-05-24 11:30:20,1155333.0,1138709.0,2022-01-08 13:00:24 WET,2022-01-08,13:00:24,Link,307,108,141,10,3,1,42,0,2,0,,-,0,0,0,,https://www.facebook.com/101826228779402/posts/232634812365209,"Mariana Mortágua, Inês Sousa Real e João Cotrim Figueiredo consideram que a situação é “extremamente grave“ e deve ser investigada.",https://cnnportugal.iol.pt/assembleia-da-republica/comissao-de-inquerito/mariana-mortagua-a-confirmarem-se-os-factos-antonio-ramalho-nao-tem-idoneidade-para-continuar-a-frente-do-novo-banco/20301124/61d89d3a0cf21847f0a3b978?utm_source=facebook&utm_medium=social&utm_campaign=ed-cnnportugal,,,"Mariana Mortágua: ""A confirmarem-se os factos, António Ramalho não tem idoneidade para continuar à frente do Novo Banco""","Mariana Mortágua, Inês Sousa Real e João Cotrim Figueiredo, três dos deputados que integraram a Comissão de Inquérito às perdas registadas pelo Novo Banco, consideram que a situação é ""extremamente grave"" e deve ser investigada",,,,307,2.29
62,Observador,ObservadorOnTime,111978555633494,NEWS_SITE,PT,"Obrigado por visitar o Observador no Facebook. Aqui queremos partilhar informação, interagir com os nossos leitores e discutir ideias.",2012-11-27 14:41:38,828630.0,934013.0,2022-01-04 23:44:58 WET,2022-01-04,23:44:58,Link,280,79,157,8,0,0,34,2,0,0,,-,0,0,0,,https://www.facebook.com/111978555633494/posts/2275286372636024,"A líder de um partido ""animalista"" e ""radical"" contra um líder do século passado, ultrapassado em todas matérias estruturais. Sousa Real e Rodrigues dos Santos mediram forças e não pouparam mimos.",https://observador.pt/2022/01/04/contra-o-pan-lider-do-cds-pos-a-carne-toda-no-assador/?utm_medium=Social&utm_source=Facebook#Echobox=1641339628,,,"Contra o PAN, líder do CDS pôs a carne toda no assador",,,,,280,3.18
63,Observador,ObservadorOnTime,111978555633494,NEWS_SITE,PT,"Obrigado por visitar o Observador no Facebook. Aqui queremos partilhar informação, interagir com os nossos leitores e discutir ideias.",2012-11-27 14:41:38,829075.0,935738.0,2022-01-20 19:28:08 WET,2022-01-20,19:28:08,Link,278,68,92,4,8,0,97,6,3,0,,-,0,0,0,,https://www.facebook.com/111978555633494/posts/2288841521280509,"António Costa não poupou os ausentes no último debate dos candidatos às legislativas, André Ventura e Rui Rio. Cotrim diz que PS não revela o que fará ""se tiver de inviabilizar Governo com Chega.",https://observador.pt/liveblogs/debate-entre-os-candidatos-nas-radios-com-rio-e-ventura-de-fora-arranca-dia-de-campanha/?utm_medium=Social&utm_source=Facebook#Echobox=1642706883,https://observador.pt/liveblogs/debate-entre-os-candidatos-nas-radios-com-rio-e-ventura-de-fora-arranca-dia-de-campanha/,,"Em direto/ “Eh, touro lindo”. Sousa Real insultada por forcados em Beja","António Costa não poupou os ausentes no último debate dos candidatos às legislativas, André Ventura e Rui Rio. Cotrim diz que PS não revela o que fará ""se tiver de inviabilizar Governo com Chega.",,,,278,4.09
64,CNN Portugal,cnnportugal,101826228779402,TV_CHANNEL,PT,"CNN Portugal. A força da informação, 24 horas por dia, em direto e em português.  Acompanhe no canal 7, em cnnportugal.pt e descarregue a nossa app. #EmTodasAsFrentes
",2021-05-24 11:30:20,1155769.0,1139537.0,2022-01-14 13:30:14 WET,2022-01-14,13:30:14,Link,268,29,132,4,2,0,92,2,6,1,,-,0,0,0,,https://www.facebook.com/101826228779402/posts/237257331902957,Inês Sousa Real diz que elogio “é o fruto do reconhecimento do trabalho que o PAN tem tido na Assembleia da República”.,https://cnnportugal.iol.pt/ines-sousa-real/antonio-costa/legislativas-pan-acusa-elogio-de-costa-mas-adia-compromissos-para-dia-30/20440131/61e175d20cf21847f0a5173e?utm_source=facebook&utm_medium=social&utm_campaign=ed-cnnportugal,https://cnnportugal.iol.pt/ines-sousa-real/antonio-costa/legislativas-pan-acusa-elogio-de-costa-mas-adia-compromissos-para-dia-30/20440131/61e175d20cf21847f0a5173e,,"PAN acolhe elogio de Costa, mas adia compromissos para dia 30",,,,,268,2.13
65,Observador,ObservadorOnTime,111978555633494,NEWS_SITE,PT,"Obrigado por visitar o Observador no Facebook. Aqui queremos partilhar informação, interagir com os nossos leitores e discutir ideias.",2012-11-27 14:41:38,828905.0,935312.0,2022-01-16 22:52:14 WET,2022-01-16,22:52:14,Link,267,16,97,5,3,1,136,5,4,0,,-,0,0,0,,https://www.facebook.com/111978555633494/posts/2285498814948113,"Inês Sousa Real parte para a estrada em comitiva ainda tímida. Primeiro dia focado na habitação digna, com contacto com a população a meio gás, mas com direito a entrega de flyers com receitas.",https://observador.pt/2022/01/16/o-arranque-morno-da-campanha-do-pan-com-o-foco-na-habitacao-e-cozido-a-portuguesa-vegan-a-mistura/?utm_term=Autofeed&utm_medium=Social&utm_source=Facebook#Echobox=1642369469,https://observador.pt/2022/01/16/o-arranque-morno-da-campanha-do-pan-com-o-foco-na-habitacao-e-cozido-a-portuguesa-vegan-a-mistura/,,"O arranque morno da campanha do PAN, com o foco na habitação e Cozido à Portuguesa vegan à mistura",,,,,267,3.1
67,Observador,ObservadorOnTime,111978555633494,NEWS_SITE,PT,"Obrigado por visitar o Observador no Facebook. Aqui queremos partilhar informação, interagir com os nossos leitores e discutir ideias.",2012-11-27 14:41:38,829075.0,935738.0,2022-01-20 23:46:12 WET,2022-01-20,23:46:12,Link,260,50,130,8,1,1,57,5,8,0,,-,0,0,0,,https://www.facebook.com/111978555633494/posts/2288990531265608,"Inês Sousa Real foi surpreendida em Beja por aficionados da tauromaquia, num protesto que incluiu elementos do Chega. PAN não vai reforçar a segurança da comitiva e André Ventura ""reprova"" episódio.",https://observador.pt/2022/01/20/insultos-em-beja-pan-fala-em-ataque-concertado-chega-apagou-videos-que-tinha-publicado-sobre-o-episodio/?utm_medium=Social&utm_source=Facebook#Echobox=1642722369,https://observador.pt/2022/01/20/insultos-em-beja-pan-fala-em-ataque-concertado-chega-apagou-videos-que-tinha-publicado-sobre-o-episodio/,,"Insultos em Beja. PAN fala em ""ataque concertado"", Chega apagou vídeos que tinha publicado sobre o episódio",,,,,260,3.82
68,Diário de Notícias,DiariodeNoticias.pt,196064380421881,MEDIA_NEWS_COMPANY,PT,Esta é a página Facebook do Diário de Notícias - Há mais de 150 anos a contar as histórias de Portugal e do mundo,2011-02-24 13:02:07,1329016.0,1335846.0,2022-01-20 19:15:08 WET,2022-01-20,19:15:08,Link,257,77,103,4,20,3,29,9,12,0,,-,0,0,0,,https://www.facebook.com/196064380421881/posts/5464986746862925,"O grupo de cerca de 30 pessoas, incluindo elementos dos Forcados Amadores de Beja e, pelo menos, uma apoiante do partido Chega, começou a juntar-se ainda Inês Sousa Real não tinha chegado ao local.",https://www.dn.pt/politica/-lider-do-pan-insultada-por-grupo-ligado-a-tauromaquia-em-beja-14511453.html,,,Líder do PAN insultada por grupo ligado à tauromaquia em Beja,"O grupo de cerca de 30 pessoas, incluindo elementos dos Forcados Amadores de Beja e, pelo menos, uma apoiante do partido Chega, começou a juntar-se ainda Inês Sousa Real não tinha chegado ao local.",,,,257,2.14
69,SIC Notícias,sicnoticias,150808986387,TV_CHANNEL,PT,"Obrigado por visitar a SIC Notícias. 

Aqui pode seguir os conteúdos que passam na televisão e os exclusivos do site: em texto, vídeo e em fotos. 

Acompanhe também as notícias de última hora em direto. 

http://sicnoticias.pt/ ",2009-09-09 10:03:09,1764008.0,1941024.0,2022-01-14 18:10:10 WET,2022-01-14,18:10:10,Link,248,43,192,2,1,0,8,0,1,1,,-,0,0,0,,https://www.facebook.com/150808986387/posts/10160384353561388,🔴 Veja aqui o frente a frente entre Inês Sousa Real (PAN) e André Ventura (Chega):,https://sicnoticias.pt/eleicoes-legislativas/ines-sousa-real-vs-andre-ventura-o-debate-ao-minuto/,,,Inês Sousa Real vs. André Ventura: o debate ao minuto,Veja aqui o frente a frente entre Inês Sousa Real (PAN) e André Ventura (Chega).,,,,248,2.46
75,Observador,ObservadorOnTime,111978555633494,NEWS_SITE,PT,"Obrigado por visitar o Observador no Facebook. Aqui queremos partilhar informação, interagir com os nossos leitores e discutir ideias.",2012-11-27 14:41:38,829103.0,935902.0,2022-01-23 06:01:37 WET,2022-01-23,06:01:37,Link,236,11,87,3,1,0,122,8,3,1,,-,0,0,0,,https://www.facebook.com/111978555633494/posts/2290880491076612,"Inês Sousa Real desfilou com uma máscara respiratória, no centro de Lisboa. Antes, visitou um mercado em Loures onde foi desafiada por um fiel de Sá Carneiro a coligar-se com o PSD num pós-eleições.",https://observador.pt/2022/01/22/pan-desce-avenida-da-liberdade-para-alertar-para-a-ma-qualidade-do-ar-numa-das-mais-poluidas-avenidas-da-europa/?utm_term=Autofeed&utm_medium=Social&utm_source=Facebook#Echobox=1642896791,https://observador.pt/2022/01/22/pan-desce-avenida-da-liberdade-para-alertar-para-a-ma-qualidade-do-ar-numa-das-mais-poluidas-avenidas-da-europa/,,"PAN desce Avenida da Liberdade para alertar para a má qualidade do ar numa das ""mais poluídas avenidas da Europa""",,,,,236,3.47
76,Expresso,jornalexpresso,43218682948,TOPIC_NEWSPAPER,PT,"Página oficial do Expresso no Facebook. As notícias e a opinião que interessam. Todos os dias, a todas as horas 
https://expresso.pt",2009-01-03 09:57:23,760846.0,797299.0,2022-01-20 21:08:43 WET,2022-01-20,21:08:43,Link,236,69,101,3,6,1,34,8,14,0,,-,0,0,0,,https://www.facebook.com/43218682948/posts/10159331460877949,"Ao quinto dia de campanha, a porta-voz do PAN foi recebida no aeroporto de Beja com chocalhos e insultos, num protesto de forcados e ex-forcados do Grupo de Forcados da cidade alentejana e três membros do Chega.",https://expresso.pt/eleicoes-legislativas-2022/sousa-real-recebida-com-protesto-de-forcados-em-bejae-tres-infiltradas-do-chega,https://expresso.pt/eleicoes-legislativas-2022/sousa-real-recebida-com-protesto-de-forcados-em-bejae-tres-infiltradas-do-chega/,,Sousa Real recebida com protesto de forcados em Beja…e três ‘infiltradas‘ do Chega - Expresso,"Ao quinto dia de campanha, a porta-voz do PAN foi recebida no aeroporto de Beja com chocalhos e insultos, num protesto de forcados e ex-forcados do Grupo de Forcados da cidade alentejana e três membros do Chega. Inês de Sousa Real lamentou os “insultos“ e garantiu que nada a “demove de lutar...",,,,236,2.48
78,Expresso,jornalexpresso,43218682948,TOPIC_NEWSPAPER,PT,"Página oficial do Expresso no Facebook. As notícias e a opinião que interessam. Todos os dias, a todas as horas 
https://expresso.pt",2009-01-03 09:57:23,760804.0,797112.0,2022-01-15 22:16:06 WET,2022-01-15,22:16:06,Link,234,39,99,1,0,1,91,1,2,0,,-,0,0,0,,https://www.facebook.com/43218682948/posts/10159323363232949,"O duelo final foi mais quente do que se previa, com Inês Sousa Real a vincar muitas diferenças face ao PSD. No fim, os comentadores Expresso dão nota de debate equilíbrado. Veja notas e comentários",https://expresso.pt/eleicoes-legislativas-2022/psd-vs-pan-no-ultimo-debate-ines-tirou-a-rio-um-empate-notas-e-analises-dos-comentadores-expresso,https://expresso.pt/eleicoes-legislativas-2022/psd-vs-pan-no-ultimo-debate-ines-tirou-a-rio-um-empate-notas-e-analises-dos-comentadores-expresso/,,"PSD vs PAN. No último debate, Inês tirou a Rio um empate (notas e análises dos comentadores Expresso)",,,,,234,2.46
79,Diário de Notícias,DiariodeNoticias.pt,196064380421881,MEDIA_NEWS_COMPANY,PT,Esta é a página Facebook do Diário de Notícias - Há mais de 150 anos a contar as histórias de Portugal e do mundo,2011-02-24 13:02:07,1329024.0,1335802.0,2022-01-11 15:51:35 WET,2022-01-11,15:51:35,Link,233,34,99,2,8,0,74,5,10,1,,-,0,0,0,,https://www.facebook.com/196064380421881/posts/5424389047589362,Eleições legislativas 2022.,https://www.dn.pt/politica/pan-quer-direitos-dos-animais-na-constituicao-e-aposta-na-ferrovia-14481177.html,,,PAN quer direitos dos animais na Constituição e aposta na ferrovia,"O partido de Inês Sousa Real propõe ""inserir a proteção animal na Constituição e alargar a criminalização dos maus tratos a todos os animais"".",,,,233,1.91
