,Page Name,User Name,Facebook Id,Page Category,Page Admin Top Country,Page Description,Page Created,Likes at Posting,Followers at Posting,Post Created,Post Created Date,Post Created Time,Type,Total Interactions,Likes,Comments,Shares,Love,Wow,Haha,Sad,Angry,Care,Video Share Status,Is Video Owner?,Post Views,Total Views,Total Views For All Crossposts,Video Length,URL,Message,Link,Final Link,Image Text,Link Text,Description,Sponsor Id,Sponsor Name,Sponsor Category,Total Interactions (weighted  —  Likes 1x Shares 1x Comments 1x Love 1x Wow 1x Haha 1x Sad 1x Angry 1x Care 1x ),Overperforming Score
95,ECO,ECOEconomiaOnline,1246082805422484,TOPIC_NEWSPAPER,PT,O ECO é um jornal digital que junta uma plataforma tecnológica inovadora a um jornalismo independente e próximo dos leitores.,2016-09-21 18:31:03,104385.0,116273.0,2022-01-15 15:07:41 WET,2022-01-15,15:07:41,Photo,413,302,75,25,2,0,5,2,2,0,,-,0,0,0,,https://www.facebook.com/1246082805422484/posts/5219288334768558,"Socialistas contra liberais dão posições claramente opostas. António Costa afirma que o programa da Iniciativa Liberal (IL) é uma “aventura fiscal”, mas João Cotrim de Figueiredo não poupa nas críticas ao PS e diz que, em Portugal, “não compensa trabalhar para subir na vida”. No debate televisivo desta sexta-feira, no âmbito das legislativas de 30 de janeiro, os dois líderes políticos falaram do crescimento económico, da Segurança Social, dos jovens e ainda da semana de quatro dias de trabalho.⁠ https://swki.me/p1c01qkY:=:https://eco.sapo.pt/2022/01/14/costa-critica-aventura-fiscal-da-il-cotrim-figueiredo-responde-que-nao-compensa-trabalhar-para-subir-na-vida/",https://www.facebook.com/ECOEconomiaOnline/photos/a.1263115493719215/5219277581436300/?type=3,,"ELEIÇÕES Em Portugal ""não compensa trabalhar para subir na vida"" António Costa afirma que o programa da Iniciativa Liberal é uma ""aventura fiscal"", mas João Cotrim de Figueiredo não poupa nas críticas ao PS",,,,,,413,4.35
98,Observador,ObservadorOnTime,111978555633494,NEWS_SITE,PT,"Obrigado por visitar o Observador no Facebook. Aqui queremos partilhar informação, interagir com os nossos leitores e discutir ideias.",2012-11-27 14:41:38,828979.0,935521.0,2022-01-18 16:32:16 WET,2022-01-18,16:32:16,Link,394,197,149,10,4,1,31,2,0,0,,-,0,0,0,,https://www.facebook.com/111978555633494/posts/2286997808131547,"O líder da Iniciativa Liberal diz que 767 milhões de euros por ano podiam ser poupados no SNS ""se todos os hospitais tivessem a eficiência dos hospitais em PPP"".",https://observador.pt/2022/01/18/cotrim-diz-que-costa-vendeu-a-alma-ao-diabo-isto-e-a-bloco-e-pcp-na-lei-de-bases-da-saude/?utm_medium=Social&utm_source=Facebook#Echobox=1642521002,https://observador.pt/2022/01/18/cotrim-diz-que-costa-vendeu-a-alma-ao-diabo-isto-e-a-bloco-e-pcp-na-lei-de-bases-da-saude/,,"Cotrim diz que Costa ""vendeu a alma ao diabo"" (isto é, a Bloco e PCP) na Lei de Bases da Saúde",,,,,394,4.58
102,SIC Notícias,sicnoticias,150808986387,TV_CHANNEL,PT,"Obrigado por visitar a SIC Notícias. 

Aqui pode seguir os conteúdos que passam na televisão e os exclusivos do site: em texto, vídeo e em fotos. 

Acompanhe também as notícias de última hora em direto. 

http://sicnoticias.pt/ ",2009-09-09 10:03:09,1763774.0,1940633.0,2022-01-07 23:32:42 WET,2022-01-07,23:32:42,Native Video,360,137,102,18,7,2,62,2,28,2,owned,Yes,13930,14085,0,00:25:48,https://www.facebook.com/150808986387/posts/10160370840806388,"Esta tarde na SIC Notícias, o presidente da Iniciativa Liberal (IL), João Cotrim de Figueiredo, e a líder do Pessoas–Animais–Natureza (PAN), Inês Sousa Real, estiveram frente a frente para mais um debate entre candidatos às eleições legislativas 2022, moderado pela jornalista Rosa de Oliveira Pinto.",https://www.facebook.com/sicnoticias/videos/417046433502249/,,,Debate IL vs PAN,,,,,360,1.29
104,Observador,ObservadorOnTime,111978555633494,NEWS_SITE,PT,"Obrigado por visitar o Observador no Facebook. Aqui queremos partilhar informação, interagir com os nossos leitores e discutir ideias.",2012-11-27 14:41:38,828703.0,934308.0,2022-01-06 21:12:11 WET,2022-01-06,21:12:11,Link,339,87,174,4,3,1,65,1,3,1,,-,0,0,0,,https://www.facebook.com/111978555633494/posts/2276886102476051,"Ventura espera debate ""acalorado"" e ""civilizado"" com primeiro-ministro. ""A posição dele por mim não passa"", desafia Costa dirigindo-se a Ventura.",https://observador.pt/liveblogs/antonio-costa-em-frente-a-frente-com-andre-ventura/?utm_medium=Social&utm_source=Facebook#Echobox=1641503528,,,"Em direto/ Catarina acusa IL de ""irresponsabilidade"" e lembra mortes Covid. ""Isso não é fazer política séria"", responde Cotrim","Arranca o frente a frente entre Catarina Martins e João Cotrim Figueiredo. Coordenadora bloquista acusa IL de ""irresponsabilidade"" e lembra ""19 mil mortes"" Covid. Liberal exige ""seriedade"" no debate.",,,,339,3.85
105,Jornal de Notícias,jornalnoticias,216390522994,TOPIC_NEWSPAPER,PT,"Bem-vindo ao Facebook do Jornal de Notícias, um jornal de Portugal, de proximidade e de confiança.",2009-11-18 14:08:05,2268805.0,2284436.0,2022-01-15 21:20:01 WET,2022-01-15,21:20:01,Link,337,133,99,4,13,3,74,1,8,2,,-,0,0,0,,https://www.facebook.com/216390522994/posts/10161824515782995,,https://www.jn.pt/i/14495455.html,https://www.jn.pt/nacional/rio-sera-bom-primeiro-ministro-com-il-ao-seu-lado-diz-cotrim-figueiredo-14495455.html,,"Rio será bom primeiro-ministro com IL ao seu lado, diz Cotrim Figueiredo","O presidente da Iniciativa Liberal (IL) voltou, este sábado, a ""piscar o olho"" ao PSD dizendo que o líder social-democrata, Rui Rio, seria um bom primeiro-ministro, mas se tivesse a seu lado a IL para o manter ""ambicioso"".",,,,337,2.76
106,Público,Publico,88388366982,MEDIA_NEWS_COMPANY,PT,"Bem-vindo à página do PÚBLICO no Facebook, um espaço de informação, partilha e debate.",2009-04-14 17:16:12,1189017.0,1186031.0,2022-01-10 17:40:03 WET,2022-01-10,17:40:03,Link,329,45,186,33,0,2,47,0,15,1,,-,0,0,0,,https://www.facebook.com/88388366982/posts/10160057546001983,❌✅ Prova dos Factos: a afirmação de Ventura é verdadeira ou falsa?,https://www.publico.pt/2022/01/10/politica/noticia/despesa-rsi-terco-salarios-administracao-publica-1991343,,,A despesa com RSI é mais do que um terço de todos os salários da Administração Pública?,"No debate com João Cotrim de Figueiredo, André Ventura disse que o gasto com RSI é “extraordinariamente elevado” e estabeleceu uma relação entre a despesa com este apoio social e o gasto com salários.",,,,329,3.5
109,Observador,ObservadorOnTime,111978555633494,NEWS_SITE,PT,"Obrigado por visitar o Observador no Facebook. Aqui queremos partilhar informação, interagir com os nossos leitores e discutir ideias.",2012-11-27 14:41:38,828905.0,935312.0,2022-01-16 05:30:57 WET,2022-01-16,05:30:57,Link,323,169,87,8,6,0,48,2,3,0,,-,0,0,0,,https://www.facebook.com/111978555633494/posts/2284823525015642,"O presidente da Iniciativa Liberal afirmou que o líder social-democrata, Rui Rio, seria um bom primeiro-ministro, mas se tivesse a seu lado a IL para o manter ""ambicioso"".",https://observador.pt/2022/01/15/legislativas-rio-sera-bom-primeiro-ministro-com-il-ao-seu-lado-diz-cotrim-figueiredo/?utm_term=Autofeed&utm_medium=Social&utm_source=Facebook#Echobox=1642292717,https://observador.pt/2022/01/15/legislativas-rio-sera-bom-primeiro-ministro-com-il-ao-seu-lado-diz-cotrim-figueiredo/,,"Legislativas: Rio será bom primeiro-ministro com IL ao seu lado, diz Cotrim Figueiredo",,,,,323,3.76
110,Expresso,jornalexpresso,43218682948,TOPIC_NEWSPAPER,PT,"Página oficial do Expresso no Facebook. As notícias e a opinião que interessam. Todos os dias, a todas as horas 
https://expresso.pt",2009-01-03 09:57:23,760742.0,796925.0,2022-01-10 23:59:09 WET,2022-01-10,23:59:09,Link,316,112,143,3,12,2,39,1,3,1,,-,0,0,0,,https://www.facebook.com/43218682948/posts/10159314875522949,"Civilizadíssimo, “muitos pontos de concordância”, divergências acomodáveis. O debate entre os líderes do PSD e do IL foi uma conversa amigável",https://expresso.pt/eleicoes-legislativas-2022/rio-e-cotrim-alianca-em-marcha-se-o-voto-no-rio-nao-for-parar-ao-costa,https://expresso.pt/eleicoes-legislativas-2022/rio-e-cotrim-alianca-em-marcha-se-o-voto-no-rio-nao-for-parar-ao-costa/,,"Rio e Cotrim, aliança em marcha (“se o voto no Rio não for parar ao Costa“) - Expresso","Civilizadíssimo, “muitos pontos de concordância“, divergências acomodáveis. O debate entre os líderes do PSD e do IL foi uma conversa amigável. Rui Rio assume que “quer o IL, quer o CDS, são parceiros com que o PSD facilmente se entende“. Cotrim Figueiredo alerta que há um ponto pré...",,,,316,3.29
114,CNN Portugal,cnnportugal,101826228779402,TV_CHANNEL,PT,"CNN Portugal. A força da informação, 24 horas por dia, em direto e em português.  Acompanhe no canal 7, em cnnportugal.pt e descarregue a nossa app. #EmTodasAsFrentes
",2021-05-24 11:30:20,1155333.0,1138709.0,2022-01-08 13:00:24 WET,2022-01-08,13:00:24,Link,307,108,141,10,3,1,42,0,2,0,,-,0,0,0,,https://www.facebook.com/101826228779402/posts/232634812365209,"Mariana Mortágua, Inês Sousa Real e João Cotrim Figueiredo consideram que a situação é “extremamente grave“ e deve ser investigada.",https://cnnportugal.iol.pt/assembleia-da-republica/comissao-de-inquerito/mariana-mortagua-a-confirmarem-se-os-factos-antonio-ramalho-nao-tem-idoneidade-para-continuar-a-frente-do-novo-banco/20301124/61d89d3a0cf21847f0a3b978?utm_source=facebook&utm_medium=social&utm_campaign=ed-cnnportugal,,,"Mariana Mortágua: ""A confirmarem-se os factos, António Ramalho não tem idoneidade para continuar à frente do Novo Banco""","Mariana Mortágua, Inês Sousa Real e João Cotrim Figueiredo, três dos deputados que integraram a Comissão de Inquérito às perdas registadas pelo Novo Banco, consideram que a situação é ""extremamente grave"" e deve ser investigada",,,,307,2.29
118,TSF - Rádio Notícias,tsfradio,174996242665,RADIO_STATION,PT,"Tudo o que se passa passa na TSF     
www.tsf.pt",2009-11-18 00:38:36,477150.0,491321.0,2022-01-17 19:15:00 WET,2022-01-17,19:15:00,Link,293,109,111,8,6,1,46,4,7,1,,-,0,0,0,,https://www.facebook.com/174996242665/posts/10158655821392666,,https://www.tsf.pt/portugal/politica/iniciativa-liberal-diz-que-portugal-precisa-de-um-antibiotico-contra-o-socialismo--14499520.html,,,Iniciativa Liberal diz que Portugal precisa de um antibiótico contra o socialismo,"Na opinião de João Cotrim Figueiredo, António Costa tem de dizer ″exatamente″ o que é que vai fazer num cenário de não ter maioria absoluta.",,,,293,5.05
119,SIC Notícias,sicnoticias,150808986387,TV_CHANNEL,PT,"Obrigado por visitar a SIC Notícias. 

Aqui pode seguir os conteúdos que passam na televisão e os exclusivos do site: em texto, vídeo e em fotos. 

Acompanhe também as notícias de última hora em direto. 

http://sicnoticias.pt/ ",2009-09-09 10:03:09,1763774.0,1940633.0,2022-01-07 02:16:04 WET,2022-01-07,02:16:04,Native Video,277,158,62,28,11,1,13,1,2,1,owned,Yes,9322,9447,0,00:28:46,https://www.facebook.com/150808986387/posts/10160369242701388,"LEGISLATIVAS 2022 - DEBATE Veja aqui na íntegra o debate entre Catarina Martins, coordenadora do BE, e João Cotrim de Figueiredo, presidente da IL.",https://www.facebook.com/sicnoticias/videos/940134433277238/,,,,,,,,277,-1.01
126,TSF - Rádio Notícias,tsfradio,174996242665,RADIO_STATION,PT,"Tudo o que se passa passa na TSF     
www.tsf.pt",2009-11-18 00:38:36,477146.0,491336.0,2022-01-18 11:30:02 WET,2022-01-18,11:30:02,Link,250,36,151,5,1,2,30,6,19,0,,-,0,0,0,,https://www.facebook.com/174996242665/posts/10158657020857666,,https://www.tsf.pt/portugal/economia/sistema-nacional-de-saude-em-vez-de-servico-nacional-de-saude-e-uma-especie-de-adse-propoe-a-il-14501776.html,,,"Sistema Nacional de Saúde em vez de Serviço Nacional de Saúde. ″É uma espécie de ADSE″, propõe a IL","João Cotrim de Figueiredo defende que o ″SNS tem de mudar drasticamente″ e sugere apostar num subsistema que gere o que as pessoas descontam e que apresenta uma lista a que as pessoas podem aceder para optar pelo público ou privado. Quem não puder descontar, verá a sua contribuição assegur...",,,,250,4.31
127,ECO,ECOEconomiaOnline,1246082805422484,TOPIC_NEWSPAPER,PT,O ECO é um jornal digital que junta uma plataforma tecnológica inovadora a um jornalismo independente e próximo dos leitores.,2016-09-21 18:31:03,104269.0,116133.0,2022-01-10 22:30:13 WET,2022-01-10,22:30:13,Link,247,116,92,4,9,1,22,2,1,0,,-,0,0,0,,https://www.facebook.com/1246082805422484/posts/5201128276584564,"Rui Rio admitiu esta segunda-feira uma possível união com a Iniciativa Liberal, por considerar que o partido liderado por João Cotrim de Figueiredo é um partido com o qual os sociais-democratas “facilmente se entenderão”",https://eco.sapo.pt/2022/01/10/il-e-um-parceiro-com-o-qual-psd-facilmente-se-entendera-diz-rio,https://eco.sapo.pt/2022/01/10/il-e-um-parceiro-com-o-qual-psd-facilmente-se-entendera-diz-rio/,,"IL é um “parceiro com o qual PSD facilmente se entenderá”, diz Rio","Rui Rio e João Cotrim de Figueiredo sentaram-se frente a frente onde falaram dos ""muitos pontos"" de convergência e divergência. Ambos admitem unir-se para um possível Governo.",,,,247,3.98
128,Diário de Notícias,DiariodeNoticias.pt,196064380421881,MEDIA_NEWS_COMPANY,PT,Esta é a página Facebook do Diário de Notícias - Há mais de 150 anos a contar as histórias de Portugal e do mundo,2011-02-24 13:02:07,1329004.0,1335814.0,2022-01-18 12:10:00 WET,2022-01-18,12:10:00,Link,240,55,127,5,4,0,22,6,21,0,,-,0,0,0,,https://www.facebook.com/196064380421881/posts/5454030647958535,,https://www.tsf.pt/portugal/economia/sistema-nacional-de-saude-em-vez-de-servico-nacional-de-saude-e-uma-especie-de-adse-propoe-a-il-14501776.html,,,"Sistema Nacional de Saúde em vez de Serviço Nacional de Saúde. ″É uma espécie de ADSE″, propõe a IL","João Cotrim de Figueiredo defende que o ″SNS tem de mudar drasticamente″ e sugere apostar num subsistema que gere o que as pessoas descontam e que apresenta uma lista a que as pessoas podem aceder para optar pelo público ou privado. Quem não puder descontar, verá a sua contribuição assegur...",,,,240,2.0
129,Expresso,jornalexpresso,43218682948,TOPIC_NEWSPAPER,PT,"Página oficial do Expresso no Facebook. As notícias e a opinião que interessam. Todos os dias, a todas as horas 
https://expresso.pt",2009-01-03 09:57:23,760806.0,797157.0,2022-01-17 23:15:08 WET,2022-01-17,23:15:08,Link,230,60,112,8,1,0,47,1,1,0,,-,0,0,0,,https://www.facebook.com/43218682948/posts/10159326897102949,"Fechados os 30 debates, contas feitas às muitas notas atribuídas pelos comentadores do Expresso, há uma surpresa na classificação final: João Cotrim Figueiredo foi o líder partidário com melhor classificação: o liberal estreia-se na ronda de sete duelos com 6,3 de nota final",https://expresso.pt/eleicoes-legislativas-2022/nos-debates-cotrim-ganhou-o-bloco-central-foi-ao-podio-veja-a-tabela-final-das-notas-do-expresso-e-o-melhor-e-pior-de-cada-lider,https://expresso.pt/eleicoes-legislativas-2022/nos-debates-cotrim-ganhou-o-bloco-central-foi-ao-podio-veja-a-tabela-final-das-notas-do-expresso-e-o-melhor-e-pior-de-cada-lider/,,"Nos debates Cotrim ganhou, o bloco central foi ao pódio. Veja a tabela final das notas do Expresso (e o melhor e pior de cada líder) - Expresso","Fechados os 30 debates, contas feitas às muitas notas atribuídas pelos comentadores do Expresso, há uma surpresa na classificação final: João Cotrim Figueiredo foi o líder partidário com melhor classificação: o liberal estreia-se na ronda de sete duelos com 6,3 de nota final. A vantagem n...",,,,230,2.42
130,Jornal de Notícias,jornalnoticias,216390522994,TOPIC_NEWSPAPER,PT,"Bem-vindo ao Facebook do Jornal de Notícias, um jornal de Portugal, de proximidade e de confiança.",2009-11-18 14:08:05,2268825.0,2284484.0,2022-01-18 20:30:00 WET,2022-01-18,20:30:00,Link,229,128,61,4,12,1,23,0,0,0,,-,0,0,0,,https://www.facebook.com/216390522994/posts/10161830970032995,l,https://www.jn.pt/i/14503919.html,https://www.jn.pt/nacional/cotrim-de-figueiredo-defende-reducao-de-impostos-sobre-os-combustiveis-14503919.html,,Cotrim de Figueiredo defende redução de impostos sobre os combustíveis,"O presidente da Iniciativa Liberal (IL), João Cotrim de Figueiredo, defendeu esta terça-feira a redução dos impostos sobre os combustíveis e acusou o PS de ""hipocrisia e sonsice"" por justificar os aumentos como incentivo à redução das emissões poluentes.",,,,229,1.88
