,Page Name,User Name,Facebook Id,Page Category,Page Admin Top Country,Page Description,Page Created,Likes at Posting,Followers at Posting,Post Created,Post Created Date,Post Created Time,Type,Total Interactions,Likes,Comments,Shares,Love,Wow,Haha,Sad,Angry,Care,Video Share Status,Is Video Owner?,Post Views,Total Views,Total Views For All Crossposts,Video Length,URL,Message,Link,Final Link,Image Text,Link Text,Description,Sponsor Id,Sponsor Name,Sponsor Category,Total Interactions (weighted  —  Likes 1x Shares 1x Comments 1x Love 1x Wow 1x Haha 1x Sad 1x Angry 1x Care 1x ),Overperforming Score
118,Observador,ObservadorOnTime,111978555633494,NEWS_SITE,PT,"Obrigado por visitar o Observador no Facebook. Aqui queremos partilhar informação, interagir com os nossos leitores e discutir ideias.",2012-11-27 14:41:38,828666.0,934174.0,2022-01-05 21:27:22 WET,2022-01-05,21:27:22,Link,139,8,108,2,1,1,18,0,1,0,,-,0,0,0,,https://www.facebook.com/111978555633494/posts/2276045099226818,"Líder do CDS disse que ""IL é igual à esquerda, tirando na economia"" e Cotrim que ""CDS cancelou o grupo parlamentar inteiro"". Catarina Martins e Rui Rio num duelo em busca de votos ao centro.",https://observador.pt/liveblogs/cotrim-e-rodrigues-dos-santos-em-debate-pelo-voto-liberal/?utm_medium=Social&utm_source=Facebook#Echobox=1641418039,,,"Em direto/ Rui Tavares diz que ""Ventura é o candidato do sistema"". ""Não devia estar aqui"", responde o candidato do Chega","Depois do debate entre Rui Rio e Catarina Martins, marcado pelas divergências em torno da Segurança Social e Saúde, segue-se agora o duelo entre André Ventura e Rui Tavares.",,,,139,1.58
120,SIC Notícias,sicnoticias,150808986387,TV_CHANNEL,PT,"Obrigado por visitar a SIC Notícias. 

Aqui pode seguir os conteúdos que passam na televisão e os exclusivos do site: em texto, vídeo e em fotos. 

Acompanhe também as notícias de última hora em direto. 

http://sicnoticias.pt/ ",2009-09-09 10:03:09,1764159.0,1941220.0,2022-01-20 16:50:27 WET,2022-01-20,16:50:27,Link,137,14,74,2,1,0,41,1,4,0,,-,0,0,0,,https://www.facebook.com/150808986387/posts/10160395700506388,Rui Rio não exclui dar pasta da Defesa ao CDS.,https://sicnoticias.pt/eleicoes-legislativas/lider-do-cds-pp-diz-que-ministerio-da-defesa-ficaria-muito-bem-entregue-ao-seu-partido/,,,Líder do CDS-PP diz que Ministério da Defesa “ficaria muito bem entregue” ao seu partido - SIC Notícias,Rui Rio não exclui dar pasta da Defesa ao CDS.,,,,137,1.51
122,Renascença,renascenca,105044957514,BROADCASTING_MEDIA_PRODUCTION,PT,"A par com o mundo 

Ouvir online: http://rr.sapo.pt/",2009-07-22 15:58:34,332212.0,397448.0,2022-01-25 18:10:05 WET,2022-01-25,18:10:05,Link,132,13,61,2,0,1,50,3,2,0,,-,0,0,0,,https://www.facebook.com/105044957514/posts/10158974129972515,"Quanto ao apoio do antigo centrista Adolfo Mesquita Nunes à Iniciativa Liberal, o presidente do CDS diz não ter ficado surpreendido",https://rr.sapo.pt/noticia/politica/2022/01/25/francisco-rodrigues-dos-santos-ja-tem-planos-para-quando-for-ministro-da-defesa/269756/,,,Francisco Rodrigues dos Santos já tem planos para quando for ministro da Defesa - Renascença,"Quanto ao apoio do antigo centrista Adolfo Mesquita Nunes à Iniciativa Liberal, o presidente do CDS diz não ter ficado surpreendido.",,,,132,2.28
123,RTP Notícias,rtpnoticias,110253572394348,MEDIA_NEWS_COMPANY,PT,Página de notícias da RTP no Facebook.,2011-04-22 23:01:35,502051.0,532186.0,2022-01-12 21:20:00 WET,2022-01-12,21:20:00,Link,132,22,81,0,0,0,24,4,1,0,,-,0,0,0,,https://www.facebook.com/110253572394348/posts/4808734562546202,"CDS e Chega tiveram um confronto aceso. Francisco Rodrigues dos Santos acusou André Ventura de ser um catavento do sistema político, enquanto líder do Chega afirmou que o presidente do CDS envergonha os fundadores do partido.",https://www.rtp.pt/noticias/politica/legislativas-2022-cds-e-chega-tem-debate-aceso_v1376402,,,Legislativas 2022. CDS e Chega têm debate aceso,"CDS e Chega tiveram um confronto aceso. Francisco Rodrigues dos Santos acusou André Ventura de ser um catavento do sistema político, enquanto líder do Chega afirmou que o presidente do CDS envergonha os fundadores do partido.",,,,132,2.75
127,CNN Portugal,cnnportugal,101826228779402,TV_CHANNEL,PT,"CNN Portugal. A força da informação, 24 horas por dia, em direto e em português.  Acompanhe no canal 7, em cnnportugal.pt e descarregue a nossa app. #EmTodasAsFrentes
",2021-05-24 11:30:20,1155288.0,1138621.0,2022-01-07 21:45:55 WET,2022-01-07,21:45:55,Link,119,21,55,0,0,1,40,1,1,0,,-,0,0,0,,https://www.facebook.com/101826228779402/posts/232246629070694,Francisco Rodrigues dos Santos considera que os centristas foram “importantíssimos“ para o sucesso da direita nas eleições autárquicas.,https://cnnportugal.iol.pt/videos/so-havera-um-governo-de-direita-em-portugal-com-um-cds-forte/61d8aebd0cf21a10a41837fe?utm_source=facebook&utm_medium=social&utm_campaign=ed-cnnportugal,,,"""Só haverá um governo de direita em Portugal com um CDS forte""","Francisco Rodrigues dos Santos considera que os centristas foram ""importantíssimos"" para o sucesso da direita nas eleições autárquicas.",,,,119,-1.13
129,Expresso,jornalexpresso,43218682948,TOPIC_NEWSPAPER,PT,"Página oficial do Expresso no Facebook. As notícias e a opinião que interessam. Todos os dias, a todas as horas 
https://expresso.pt",2009-01-03 09:57:23,760846.0,797299.0,2022-01-20 13:10:07 WET,2022-01-20,13:10:07,Link,118,44,44,2,1,0,24,1,1,1,,-,0,0,0,,https://www.facebook.com/43218682948/posts/10159330892212949,PCP e BE pressionaram Costa para “afastar a direita do poder”. Costa afastou a fusão e dinamitou a “ecogeringonça”. Cotrim de Figueiredo e Rodrigues dos Santos nem precisaram falar muito para verem a esquerda a implodir,https://expresso.pt/politica/implosao-a-esquerda-e-uma-bomba-nuclear-na-ecogeringonca-o-debate-a-cinco-com-a-direita-a-assistir-de-camarote,https://expresso.pt/eleicoes-legislativas-2022/implosao-a-esquerda-e-uma-bomba-nuclear-na-ecogeringonca-o-debate-a-cinco-com-a-direita-a-assistir-de-camarote/,,Implosão à esquerda e uma bomba nuclear na “ecogeringonça“. O debate a cinco com a direita a assistir de camarote - Expresso,PCP e BE pressionaram Costa para “afastar a direita do poder“. Costa afastou a fusão e dinamitou a “ecogeringonça“. Cotrim de Figueiredo e Rodrigues dos Santos nem precisaram falar muito para verem a esquerda a implodir,,,,118,1.24
130,RTP Notícias,rtpnoticias,110253572394348,MEDIA_NEWS_COMPANY,PT,Página de notícias da RTP no Facebook.,2011-04-22 23:01:35,502161.0,532469.0,2022-01-27 09:30:00 WET,2022-01-27,09:30:00,Link,117,19,65,1,1,0,25,1,5,0,,-,0,0,0,,https://www.facebook.com/110253572394348/posts/4874087219344269,Francisco Rodrigues dos Santos considera que o Partido Socialista está em guerra interna e que os socialistas já se estão a preparar para serem oposição.,https://www.rtp.pt/noticias/politica/para-rodrigues-dos-santos-ps-ja-assume-derrota-e-esta-em-guerra-interna_v1379877,,,"Para Rodrigues dos Santos, PS já assume derrota e está em guerra interna",Francisco Rodrigues dos Santos considera que o Partido Socialista está em guerra interna e que os socialistas já se estão a preparar para serem oposição.,,,,117,3.34
131,Público,Publico,88388366982,MEDIA_NEWS_COMPANY,PT,"Bem-vindo à página do PÚBLICO no Facebook, um espaço de informação, partilha e debate.",2009-04-14 17:16:12,1189106.0,1186178.0,2022-01-13 14:45:20 WET,2022-01-13,14:45:20,Native Video,117,42,28,14,11,0,19,0,3,0,owned,Yes,4627,4721,0,00:37:50,https://www.facebook.com/88388366982/posts/646805206442479,"Francisco Rodrigues dos Santos, líder do CDS-PP, insurge-se contra atitude do PSD: “Rui Rio nuns dias está mais para a esquerda, noutros acorda mais à direita.” Assista à entrevista ao programa Hora da Verdade, do Público e da Renascença, ou leia aqui: www.publico.pt/1991634:=:https://www.publico.pt/2022/01/13/politica/entrevista/lider-cds-acusa-rio-diletantismo-apolitico-quer-portas-campanha-1991634",https://www.facebook.com/Publico/videos/646805206442479/,,,Líder do CDS acusa Rio de “diletantismo apolítico” e quer Portas na campanha,,,,,117,1.43
133,SIC Notícias,sicnoticias,150808986387,TV_CHANNEL,PT,"Obrigado por visitar a SIC Notícias. 

Aqui pode seguir os conteúdos que passam na televisão e os exclusivos do site: em texto, vídeo e em fotos. 

Acompanhe também as notícias de última hora em direto. 

http://sicnoticias.pt/ ",2009-09-09 10:03:09,1764040.0,1941065.0,2022-01-15 12:31:03 WET,2022-01-15,12:31:03,Link,116,19,51,0,0,0,43,1,2,0,,-,0,0,0,,https://www.facebook.com/150808986387/posts/10160385686986388,"Em entrevista à agência Lusa, Francisco Rodrigues do Santos classificou o CDS-PP como “o partido que pode dar um passaporte ao PSD para poder governar Portugal”.",https://sicnoticias.pt/eleicoes-legislativas/lider-do-cds-ambiciona-governar-sozinho-com-psd-mas-fala-em-eleitorado-traido/,,,"Líder do CDS ambiciona governar sozinho com PSD, mas fala em eleitorado “traído”","Em entrevista à agência Lusa, Francisco Rodrigues do Santos classificou o CDS-PP como “o partido que pode dar um passaporte ao PSD para poder governar Portugal”.",,,,116,1.15
138,Observador,ObservadorOnTime,111978555633494,NEWS_SITE,PT,"Obrigado por visitar o Observador no Facebook. Aqui queremos partilhar informação, interagir com os nossos leitores e discutir ideias.",2012-11-27 14:41:38,828889.0,935359.0,2022-01-17 00:36:38 WET,2022-01-17,00:36:38,Link,112,37,27,0,2,0,46,0,0,0,,-,0,0,0,,https://www.facebook.com/111978555633494/posts/2285549284943066,"""Eu tinha avisado, era preciso por o Francisco Rodrigues dos Santos a jogar. E o líder do CDS-PP esteve em cada debate como o melhor em campo e expôs a importância que o CDS-PP tem na nossa democracia"". A opinião de Miguel Baumgartner:",https://observador.pt/opiniao/deixem-o-chicao-jogar-a-bola/?utm_term=Autofeed&utm_medium=Social&utm_source=Facebook#Echobox=1642379612,https://observador.pt/opiniao/deixem-o-chicao-jogar-a-bola/,,Deixem o Chicão jogar à bola,"Eu tinha avisado, era preciso por o Francisco Rodrigues dos Santos a jogar. E o líder do CDS-PP esteve em cada debate como o melhor em campo e expôs a importância que o CDS-PP tem na nossa democracia.",,,,112,1.3
141,CNN Portugal,cnnportugal,101826228779402,TV_CHANNEL,PT,"CNN Portugal. A força da informação, 24 horas por dia, em direto e em português.  Acompanhe no canal 7, em cnnportugal.pt e descarregue a nossa app. #EmTodasAsFrentes
",2021-05-24 11:30:20,1155396.0,1138841.0,2022-01-10 13:45:00 WET,2022-01-10,13:45:00,Native Video,110,30,52,11,2,3,1,2,9,0,owned,Yes,2757,2793,0,00:03:33,https://www.facebook.com/101826228779402/posts/234131228882234,"O primeiro-ministro não se comprometeu com uma nova data para que todos os portugueses tenham um médico de família. Já o presidente do CDS-PP quer a disciplina de Cidadania e Desenvolvimento fora das escolas. No debate onde tanto se falou de liberdade, muito se discordou sobre como aplicá-la. O debate entre António Costa e Francisco Rodrigues dos Santos em três minutos.",https://www.facebook.com/cnnportugal/videos/1053039168574112/,,,"""Nem na Venezuela nem em Cuba""? O debate entre a ""ideologia"" de Rodrigues dos Santos e os ""valores"" de António Costa em três minutos",,,,,110,-1.73
142,Jornal de Notícias,jornalnoticias,216390522994,TOPIC_NEWSPAPER,PT,"Bem-vindo ao Facebook do Jornal de Notícias, um jornal de Portugal, de proximidade e de confiança.",2009-11-18 14:08:05,2268890.0,2284362.0,2022-01-05 20:00:01 WET,2022-01-05,20:00:01,Link,110,35,37,2,4,0,27,4,1,0,,-,0,0,0,,https://www.facebook.com/216390522994/posts/10161802039607995,Debate,https://www.jn.pt/nacional/cds-e-il-nao-participam-num-governo-do-psd-apoiado-pelo-chega-14464840.html,,,CDS e IL não participam num Governo do PSD apoiado pelo Chega,"Os líderes do CDS-PP, Francisco Rodrigues dos Santos, e da Iniciativa Liberal (IL), João Cotrim de Figueiredo avisaram esta quarta-feira que não ajudarão o PSD a formar um Governo que tenha apoio do Chega. O debate entre ambos, na RTP3, foi ainda marcado pelo desafio a Costa para que esclareça ...",,,,110,-1.31
143,TSF - Rádio Notícias,tsfradio,174996242665,RADIO_STATION,PT,"Tudo o que se passa passa na TSF     
www.tsf.pt",2009-11-18 00:38:36,477135.0,491441.0,2022-01-27 16:00:01 WET,2022-01-27,16:00:01,Link,109,19,56,0,0,1,32,0,1,0,,-,0,0,0,,https://www.facebook.com/174996242665/posts/10158672063122666,,https://www.tsf.pt/portugal/politica/cds-pp-quer-complemento-social-de-pensao-para-idosos--14532728.html,,,CDS-PP quer ″complemento social de pensão″ para idosos,Segundo Francisco Rodrigues dos Santos ″um em cada quatro″ idosos não tem possibilidade económica para aquecer a casa.,,,,109,2.42
147,SIC Notícias,sicnoticias,150808986387,TV_CHANNEL,PT,"Obrigado por visitar a SIC Notícias. 

Aqui pode seguir os conteúdos que passam na televisão e os exclusivos do site: em texto, vídeo e em fotos. 

Acompanhe também as notícias de última hora em direto. 

http://sicnoticias.pt/ ",2009-09-09 10:03:09,1764203.0,1941385.0,2022-01-23 11:01:09 WET,2022-01-23,11:01:09,Link,104,34,38,2,0,0,28,1,1,0,,-,0,0,0,,https://www.facebook.com/150808986387/posts/10160401090056388,"Sportinguista, deixou a direção de Frederico Varandas para se candidatar à liderança dos centristas.",https://sicnoticias.pt/eleicoes-legislativas/francisco-rodrigues-dos-santos-o-jovem-lider-do-cds-da-ala-conservadora-e-fa-de-zeca-afonso,https://sicnoticias.pt/eleicoes-legislativas/francisco-rodrigues-dos-santos-o-jovem-lider-do-cds-da-ala-conservadora-e-fa-de-zeca-afonso/,,"Francisco Rodrigues dos Santos, o jovem líder do CDS da ala conservadora e fã de Zeca Afonso",,,,,104,1.14
151,Jornal de Notícias,jornalnoticias,216390522994,TOPIC_NEWSPAPER,PT,"Bem-vindo ao Facebook do Jornal de Notícias, um jornal de Portugal, de proximidade e de confiança.",2009-11-18 14:08:05,2268777.0,2284350.0,2022-01-13 20:48:04 WET,2022-01-13,20:48:04,Link,101,20,43,1,0,1,32,1,3,0,,-,0,0,0,,https://www.facebook.com/216390522994/posts/10161820177022995,,https://www.jn.pt/nacional/cds-quer-saber-se-arranjinho-entre-rio-e-costa-ja-esta-em-estado-avancado-14489294.html,,,CDS quer saber se ″arranjinho″ entre Rio e Costa já está ″em estado avançado″,"O líder do CDS-PP, Francisco Rodrigues Santos, quer ""perceber de que forma o arranjinho já está ou não em estado avançado"" entre Rui Rio e António Costa para a governação do país na sequências das legislativas. Além disso, assegurou esta quinta-feira que apenas o voto no CDS é ""útil"" pa...",,,,101,-1.21
152,Jornal Económico,JornalEconomico,481006665428991,MEDIA_NEWS_COMPANY,PT,"A melhor informação sobre economia, política e negócios.",2016-08-23 16:16:16,421035.0,443072.0,2022-01-16 18:11:40 WET,2022-01-16,18:11:40,Link,100,16,27,0,1,1,54,0,1,0,,-,0,0,0,,https://www.facebook.com/481006665428991/posts/1799173786945599,"Francisco Rodrigues dos Santos explicou que ""há muita gente que agora em coro quer fazer crer que o CDS vai ter um mau resultado eleitoral no dia 30 de janeiro"" e mostrou-se convicto de que o partido ""vai surpreender"" porque ""está habituado a ressuscitar nas urnas"".",https://jornaleconomico.pt/noticias/cds-espera-ser-a-grande-surpresa-e-voltar-a-eleger-deputados-em-leiria-e-santarem-832495?utm_term=Autofeed&utm_medium=Social&utm_source=Facebook#Echobox=1642341818,https://jornaleconomico.pt/noticias/cds-espera-ser-a-grande-surpresa-e-voltar-a-eleger-deputados-em-leiria-e-santarem-832495,,"CDS espera ser ""a grande surpresa"" e voltar a eleger deputados em Leiria e Santarém","Francisco Rodrigues dos Santos explicou que ""há muita gente que agora em coro quer fazer crer que o CDS vai ter um mau resultado eleitoral no dia 30 de janeiro"" e mostrou-se convicto de que o partido ""vai surpreender"" porque ""está habituado a ressuscitar nas urnas"".",,,,100,1.45
154,TSF - Rádio Notícias,tsfradio,174996242665,RADIO_STATION,PT,"Tudo o que se passa passa na TSF     
www.tsf.pt",2009-11-18 00:38:36,477119.0,491237.0,2022-01-12 22:26:33 WET,2022-01-12,22:26:33,Link,98,15,45,2,0,0,32,1,3,0,,-,0,0,0,,https://www.facebook.com/174996242665/posts/10158647702332666,,https://www.tsf.pt/portugal/politica/chicao-vs-ventura-o-jogo-do-empurra-entre-a-direita-mariquinhas-e-a-direita-fanatica-14485975.html,,,Chicão vs Ventura: o jogo do empurra entre a direita ″mariquinhas″ e a direita ″fanática″,"Debate ruidoso entre os dois líderes de direita com ″cata-ventos″, ″bengalas rejeitadas″ e ″cambalachos fiscais″. Líder do Chega acusa centrista de ″falta de legitimidade política″. Rodrigues dos Santos trata partido do adversário como ″a fina flor do entulho″",,,,98,1.63
155,Renascença,renascenca,105044957514,BROADCASTING_MEDIA_PRODUCTION,PT,"A par com o mundo 

Ouvir online: http://rr.sapo.pt/",2009-07-22 15:58:34,332164.0,397257.0,2022-01-21 00:36:04 WET,2022-01-21,00:36:04,Link,97,38,25,4,0,1,26,1,1,1,,-,0,0,0,,https://www.facebook.com/105044957514/posts/10158966867507515,"Da festa em Coimbra ao fracasso em Santa Maria da Feira. Francisco Rodrigues dos Santos começou a viagem para norte, quase a merecer o título de “Paulinho das feiras vazias”.",https://rr.sapo.pt/noticia/politica/2022/01/21/francisco-rodrigues-dos-santos-longe-de-ser-paulinho-das-feiras/269158/?utm_source=cxultimas,https://rr.sapo.pt/noticia/politica/2022/01/21/francisco-rodrigues-dos-santos-longe-de-ser-paulinho-das-feiras/269158/,,Francisco Rodrigues dos Santos longe de ser “Paulinho das feiras” - Renascença,"Da festa em Coimbra ao fracasso em Santa Maria da Feira. Francisco Rodrigues dos Santos começou a viagem para norte, quase a merecer o título de “Paulinho das feiras vazias”.",,,,97,1.64
156,CNN Portugal,cnnportugal,101826228779402,TV_CHANNEL,PT,"CNN Portugal. A força da informação, 24 horas por dia, em direto e em português.  Acompanhe no canal 7, em cnnportugal.pt e descarregue a nossa app. #EmTodasAsFrentes
",2021-05-24 11:30:20,1155036.0,1138258.0,2022-01-05 10:00:48 WET,2022-01-05,10:00:48,Native Video,96,44,31,13,4,0,1,2,1,0,owned,Yes,2366,2376,0,00:26:37,https://www.facebook.com/101826228779402/posts/248570220692587,DECISÃO 22: Veja aqui o debate entre Inês de Sousa Real e Francisco Rodrigues dos Santos na íntegra e deixe os seus comentários. Quem ganhou?,https://www.facebook.com/cnnportugal/videos/248570220692587/,,,O debate entre Inês de Sousa Real e Francisco Rodrigues dos Santos na íntegra,,,,,96,-2.04
163,SIC Notícias,sicnoticias,150808986387,TV_CHANNEL,PT,"Obrigado por visitar a SIC Notícias. 

Aqui pode seguir os conteúdos que passam na televisão e os exclusivos do site: em texto, vídeo e em fotos. 

Acompanhe também as notícias de última hora em direto. 

http://sicnoticias.pt/ ",2009-09-09 10:03:09,1763774.0,1940633.0,2022-01-07 22:39:30 WET,2022-01-07,22:39:30,Link,89,20,45,2,1,0,16,3,1,1,,-,0,0,0,,https://www.facebook.com/150808986387/posts/10160370750386388,"Rui Rio e Francisco Rodrigues dos Santos assumiram estas posições em debate, em período de pré-campanha para as eleições legislativas antecipadas de 30 de janeiro.",https://sicnoticias.pt/eleicoes-legislativas/legislativas-rio-pede-voto-util-contra-costa-lider-do-cds-alerta-para-arranjinhos-ps-psd/,,,"Legislativas: Rio pede voto útil contra Costa, líder do CDS alerta para “arranjinhos” PS/PSD","Rui Rio e Francisco Rodrigues dos Santos assumiram estas posições em debate, em período de pré-campanha para as eleições legislativas antecipadas de 30 de janeiro.",,,,89,-1.16
166,Notícias ao Minuto,NoticiasAoMinuto,399457500101727,NEWS_SITE,PT,https://www.noticiasaominuto.com -  Seja o primeiro a saber,2012-07-03 16:29:31,988314.0,995191.0,2022-01-23 18:52:28 WET,2022-01-23,18:52:28,Link,87,17,24,0,0,1,38,1,6,0,,-,0,0,0,,https://www.facebook.com/399457500101727/posts/4902701539777278,Líder do CDS-PP esteve esta tarde reunido no Porto com empresários do setor da restauração,https://www.noticiasaominuto.com/politica/1917315/estou-absolutamente-convencido-de-que-estaremos-no-prximo-governo,,,"""Estou absolutamente convencido de que estaremos no próximo Governo""", ,,,,87,1.74
167,SIC Notícias,sicnoticias,150808986387,TV_CHANNEL,PT,"Obrigado por visitar a SIC Notícias. 

Aqui pode seguir os conteúdos que passam na televisão e os exclusivos do site: em texto, vídeo e em fotos. 

Acompanhe também as notícias de última hora em direto. 

http://sicnoticias.pt/ ",2009-09-09 10:03:09,1764282.0,1941662.0,2022-01-26 00:37:07 WET,2022-01-26,00:37:07,Link,86,12,49,0,0,0,20,1,4,0,,-,0,0,0,,https://www.facebook.com/150808986387/posts/10160406733686388,O CDS-PP assinalou esta terça-feira o 47.º aniversário do cerco ao primeiro congresso do partido.,https://sicnoticias.pt/eleicoes-legislativas/francisco-rodrigo-dos-santos/francisco-rodrigues-dos-santos-avisa-que-chega-nao-permite-governo-de-direita,https://sicnoticias.pt/eleicoes-legislativas/francisco-rodrigo-dos-santos/francisco-rodrigues-dos-santos-avisa-que-chega-nao-permite-governo-de-direita/,,Francisco Rodrigues dos Santos avisa que Chega não permite Governo de direita,,,,,86,1.07
169,Notícias ao Minuto,NoticiasAoMinuto,399457500101727,NEWS_SITE,PT,https://www.noticiasaominuto.com -  Seja o primeiro a saber,2012-07-03 16:29:31,988368.0,995255.0,2022-01-20 15:29:03 WET,2022-01-20,15:29:03,Link,85,3,35,0,0,0,45,1,1,0,,-,0,0,0,,https://www.facebook.com/399457500101727/posts/4888465074534258,"Rodrigues dos Santos ressalvou, contudo, que não quer ""o poder pelo poder""",https://www.noticiasaominuto.com/politica/1915311/ministrio-da-defesa-ficaria-muito-bem-entregue-ao-cds,,,"Ministério da Defesa ""ficaria muito bem entregue"" ao CDS", ,,,,85,1.7
170,Jornal de Negócios,jornalnegocios,134071419971108,TOPIC_NEWSPAPER,PT,"Fique a par das notícias mais relevantes nas áreas da Economia, Empresas e Mercados. ",2010-08-27 11:13:51,370673.0,382143.0,2022-01-12 15:52:08 WET,2022-01-12,15:52:08,Link,85,25,35,0,1,1,18,4,1,0,,-,0,0,0,,https://www.facebook.com/134071419971108/posts/5015940631784138,Presidente do CDS abordou os principais pontos do seu programa e o que espera das eleições Legislativas de 30 de janeiro. Na CM TV,https://www.cm-tv.pt/atualidade/detalhe/chicao-diz-que-cds-nao-se-reve-em-qualquer-medida-do-chega-e-abre-porta-a-coligacao-com-a-il?utm_source=Facebook&utm_medium=Social&utm_campaign=dbi_cruzados&utm_content=Negocios,https://www.cm-tv.pt/atualidade/detalhe/chicao-diz-que-cds-nao-se-reve-em-qualquer-medida-do-chega-e-abre-porta-a-coligacao-com-a-il,,Francisco Rodrigues dos Santos diz que CDS não se revê em qualquer medida do Chega,"Em entrevista à CMTV, presidente do CDS deixou ainda aberta a porta a uma coligação com a Iniciativa Liberal.",,,,85,1.2
171,SIC Notícias,sicnoticias,150808986387,TV_CHANNEL,PT,"Obrigado por visitar a SIC Notícias. 

Aqui pode seguir os conteúdos que passam na televisão e os exclusivos do site: em texto, vídeo e em fotos. 

Acompanhe também as notícias de última hora em direto. 

http://sicnoticias.pt/ ",2009-09-09 10:03:09,1764075.0,1941114.0,2022-01-16 16:53:08 WET,2022-01-16,16:53:08,Link,85,24,22,1,0,1,31,4,1,1,,-,0,0,0,,https://www.facebook.com/150808986387/posts/10160387936161388,Francisco Rodrigues dos Santos sublinha que o CDS “sempre foi um partido que defendeu a bandeira do mundo rural“.,https://sicnoticias.pt/eleicoes-legislativas/cds-critica-animalismo-radical-do-pan-e-quer-pegar-a-esquerda-pelos-cornos,https://sicnoticias.pt/eleicoes-legislativas/cds-critica-animalismo-radical-do-pan-e-quer-pegar-a-esquerda-pelos-cornos/,,CDS critica “animalismo radical” do PAN e quer pegar a esquerda “pelos cornos”,,,,,85,-1.13
172,CNN Portugal,cnnportugal,101826228779402,TV_CHANNEL,PT,"CNN Portugal. A força da informação, 24 horas por dia, em direto e em português.  Acompanhe no canal 7, em cnnportugal.pt e descarregue a nossa app. #EmTodasAsFrentes
",2021-05-24 11:30:20,1155333.0,1138709.0,2022-01-08 17:15:00 WET,2022-01-08,17:15:00,Native Video,84,30,25,10,0,0,15,1,2,1,owned,Yes,2261,2296,0,00:03:29,https://www.facebook.com/101826228779402/posts/232765345685489,"Num debate onde predominaram as gargalhadas e as referências a Francisco Sá Carneiro, Rui Rio e Francisco Rodrigues dos Santos concordaram em discordar. Ambos querem tirar António Costa do Governo, mas o social-democrata garante que é o único capaz de o fazer. O debate entre o líder do PSD e o do CDS em três minutos. Veja o debate na íntegra aqui: https://swki.me/J8ylkqt1:=:https://cnnportugal.iol.pt/videos/decisao-22-o-confronto-entre-rui-rio-e-francisco-rodrigues-dos-santos-na-integra/61d8d7fc0cf21847f0a3ca27",https://www.facebook.com/cnnportugal/videos/1817443401780017/,,,O debate entre Rui Rio e Francisco Rodrigues dos Santos,,,,,84,-2.29
178,RTP Notícias,rtpnoticias,110253572394348,MEDIA_NEWS_COMPANY,PT,Página de notícias da RTP no Facebook.,2011-04-22 23:01:35,502162.0,532461.0,2022-01-26 23:10:00 WET,2022-01-26,23:10:00,Link,81,10,52,0,0,0,18,1,0,0,,-,0,0,0,,https://www.facebook.com/110253572394348/posts/4872228716196786,A Iniciativa Liberal acusou António Costa de mascarar os números do PIB e o PAN respondeu às críticas da Confederação dos Agricultores.,https://www.rtp.pt/noticias/politica/legislativas-liberais-dizem-que-psd-sem-il-e-igual-a-ps_v1379848,,,Legislativas. Liberais dizem que PSD sem IL é igual a PS,Francisco Rodrigues dos Santos anunciou que vai recandidatar-se à liderança do CDS. Já a Iniciativa Liberal acusou António Costa de mascarar os números do PIB e o PAN respondeu às críticas da Confederação dos Agricultores. O Livre disse que um bloco central é o pior para o país e o Chega ...,,,,81,2.31
179,SIC Notícias,sicnoticias,150808986387,TV_CHANNEL,PT,"Obrigado por visitar a SIC Notícias. 

Aqui pode seguir os conteúdos que passam na televisão e os exclusivos do site: em texto, vídeo e em fotos. 

Acompanhe também as notícias de última hora em direto. 

http://sicnoticias.pt/ ",2009-09-09 10:03:09,1764282.0,1941662.0,2022-01-26 13:54:06 WET,2022-01-26,13:54:06,Link,81,10,29,3,1,1,33,1,2,1,,-,0,0,0,,https://www.facebook.com/150808986387/posts/10160407976491388,"O líder do CDS defende que em todas as eleições que conduziu, alcançou “os resultados pretendidos”.",https://sicnoticias.pt/eleicoes-legislativas/francisco-rodrigues-dos-santos-anuncia-que-vai-recandidatar-se-a-lideranca-do-cds,https://sicnoticias.pt/eleicoes-legislativas/francisco-rodrigues-dos-santos-anuncia-que-vai-recandidatar-se-a-lideranca-do-cds/,,Francisco Rodrigues dos Santos anuncia que vai recandidatar-se à liderança do CDS,,,,,81,1.01
180,CNN Portugal,cnnportugal,101826228779402,TV_CHANNEL,PT,"CNN Portugal. A força da informação, 24 horas por dia, em direto e em português.  Acompanhe no canal 7, em cnnportugal.pt e descarregue a nossa app. #EmTodasAsFrentes
",2021-05-24 11:30:20,1155288.0,1138621.0,2022-01-07 16:00:52 WET,2022-01-07,16:00:52,Native Video,80,40,19,5,1,1,11,0,2,1,owned,Yes,2448,2514,0,00:00:27,https://www.facebook.com/101826228779402/posts/232075405754483,"DECISÃO 22: Frente a frente de Rui Rio e Francisco Rodrigues dos Santos esta sexta-feira à noite, em simultâneo TVI e CNN Portugal. Que propostas têm PSD e CDS para o país?",https://www.facebook.com/cnnportugal/videos/355501375911987/,,,,,,,,80,-2.4
