,Page Name,User Name,Facebook Id,Page Category,Page Admin Top Country,Page Description,Page Created,Likes at Posting,Followers at Posting,Post Created,Post Created Date,Post Created Time,Type,Total Interactions,Likes,Comments,Shares,Love,Wow,Haha,Sad,Angry,Care,Video Share Status,Is Video Owner?,Post Views,Total Views,Total Views For All Crossposts,Video Length,URL,Message,Link,Final Link,Image Text,Link Text,Description,Sponsor Id,Sponsor Name,Sponsor Category,Total Interactions (weighted  —  Likes 1x Shares 1x Comments 1x Love 1x Wow 1x Haha 1x Sad 1x Angry 1x Care 1x ),Overperforming Score
33,Público,Publico,88388366982,MEDIA_NEWS_COMPANY,PT,"Bem-vindo à página do PÚBLICO no Facebook, um espaço de informação, partilha e debate.",2009-04-14 17:16:12,1188738,1185575,2022-01-04 23:20:01 WET,2022-01-04,23:20:01,Link,505,173,218,18,4,4,80,5,3,0,,-,0,0,0,,https://www.facebook.com/88388366982/posts/10160045025436983,"""Houve momentos de alguma penosidade no debate Jerónimo-Costa, com o secretário-geral do PCP a admitir “novas soluções” tipo “geringonça” e António Costa a descartar, sem dó, repetir o passado comum, perante o outrora parceiro “mais confiável”"", leia a crónica de Ana Sá Lopes.",https://www.publico.pt/2022/01/04/politica/cronica/costa-derrota-jeronimo-1990792,,,Costa derrota Jerónimo sem dó,"Houve momentos de alguma penosidade no debate Jerónimo-Costa, com o secretário-geral do PCP a admitir “novas soluções” tipo “geringonça” e António Costa a descartar, sem dó, repetir o passado comum, perante o outrora parceiro “mais confiável”.",,,,505,5.0
35,SIC Notícias,sicnoticias,150808986387,TV_CHANNEL,PT,"Obrigado por visitar a SIC Notícias. 

Aqui pode seguir os conteúdos que passam na televisão e os exclusivos do site: em texto, vídeo e em fotos. 

Acompanhe também as notícias de última hora em direto. 

http://sicnoticias.pt/ ",2009-09-09 10:03:09,1762963,1939022,2022-01-01 14:56:06 WET,2022-01-01,14:56:06,Link,464,71,249,7,0,3,106,6,22,0,,-,0,0,0,,https://www.facebook.com/150808986387/posts/10160359087266388,O Secretário-Geral do PCP garante ainda que Portugal tem de ser diferente.,http://sicnoticias.pt/pais/2022-01-01-Jeronimo-acusa-EUA-e-NATO-de-negarem-direitos-a-milhoes-de-pessoas-35f125d2,https://sicnoticias.pt/pais/2022-01-01-Jeronimo-acusa-EUA-e-NATO-de-negarem-direitos-a-milhoes-de-pessoas-35f125d2,,Jerónimo acusa EUA e NATO de negarem direitos a milhões de pessoas,,,,,464,4.5
36,CNN Portugal,cnnportugal,101826228779402,TV_CHANNEL,PT,"CNN Portugal. A força da informação, 24 horas por dia, em direto e em português.  Acompanhe no canal 7, em cnnportugal.pt e descarregue a nossa app. #EmTodasAsFrentes
",2021-05-24 11:30:20,1155036,1138258,2022-01-05 09:45:12 WET,2022-01-05,09:45:12,Link,449,160,148,62,2,6,33,13,22,3,,-,0,0,0,,https://www.facebook.com/101826228779402/posts/230459662582724,O primeiro-ministro afirmou esta terça-feira que o regresso às aulas presenciais a 10 de janeiro não é ainda garantido.,https://cnnportugal.iol.pt/videos/governo-espera-por-especialistas-para-decidir-regresso-as-aulas/61d55ef70cf2c7ea0f112b11?utm_source=facebook&utm_medium=social&utm_campaign=ed-cnnportugal,,,Governo espera por especialistas para decidir regresso às aulas,"O primeiro-ministro afirmou esta terça-feira que o regresso às aulas presenciais a 10 de janeiro não é ainda garantido. Antes do debate com Jerónimo de Sousa, e em declarações à CNN Portugal, António Costa diz que o Governo vai ouvir os especialistas para tomar uma decisão definitiva.",,,,449,3.21
39,CNN Portugal,cnnportugal,101826228779402,TV_CHANNEL,PT,"CNN Portugal. A força da informação, 24 horas por dia, em direto e em português.  Acompanhe no canal 7, em cnnportugal.pt e descarregue a nossa app. #EmTodasAsFrentes
",2021-05-24 11:30:20,1154994,1138155,2022-01-04 22:30:11 WET,2022-01-04,22:30:11,Link,417,94,262,4,2,1,48,2,4,0,,-,0,0,0,,https://www.facebook.com/101826228779402/posts/230171249278232,"No primeiro confronto entre António Costa e Jerónimo de Sousa após o chumbo do Orçamento do Estado, não houve “inimigos”. Líder comunista quer propostas para começar o diálogo.",https://cnnportugal.iol.pt/antonio-costa/jeronimo-de-sousa/costa-sem-confianca-noutra-geringonca-critica-irresponsabilidade-do-pcp-jeronimo-quer-negociar-e-dispensa-futurologia/20520104/61d4be950cf2cc58e7db20a8?utm_source=facebook&utm_medium=social&utm_campaign=ed-cnnportugal,,,"Costa “sem confiança” noutra geringonça, critica ""irresponsabilidade"" do PCP. Jerónimo quer negociar e dispensa ""futurologia""","No primeiro confronto entre António Costa e Jerónimo de Sousa após o chumbo do Orçamento do Estado, não houve “inimigos”. O líder comunista quer propostas para começar o diálogo. Já o primeiro-ministro bate no argumento socialista para esta disputa: “estabilidade”.",,,,417,2.98
46,SIC Notícias,sicnoticias,150808986387,TV_CHANNEL,PT,"Obrigado por visitar a SIC Notícias. 

Aqui pode seguir os conteúdos que passam na televisão e os exclusivos do site: em texto, vídeo e em fotos. 

Acompanhe também as notícias de última hora em direto. 

http://sicnoticias.pt/ ",2009-09-09 10:03:09,1763793,1940738,2022-01-09 18:44:24 WET,2022-01-09,18:44:24,Link,359,56,207,6,3,2,65,4,15,1,,-,0,0,0,,https://www.facebook.com/150808986387/posts/10160374530311388,"O líder do PCP acusa a Direita, “em particular o PSD”, de não estar preocupada com a saúde dos portugueses.",https://sicnoticias.pt/eleicoes-legislativas/legislativas-jeronimo-acusa-direita-de-querer-entregar-negocio-da-doenca-aos-privados/,,,Legislativas: Jerónimo acusa Direita de querer entregar “negócio da doença” aos privados,"Líder do PCP acusa a Direita, “em particular o PSD”, de não estar preocupada com a saúde dos portugueses.",,,,359,3.49
47,Público,Publico,88388366982,MEDIA_NEWS_COMPANY,PT,"Bem-vindo à página do PÚBLICO no Facebook, um espaço de informação, partilha e debate.",2009-04-14 17:16:12,1189308,1186796,2022-01-25 14:13:00 WET,2022-01-25,14:13:00,Link,355,135,149,2,12,3,44,0,10,0,,-,0,0,0,,https://www.facebook.com/88388366982/posts/10160090501566983,"🔴“Acho que o dr. António Costa está na iminência de perder as eleições” e que as “podia perder com dignidade”, disse Rio. E prometeu que “aconteça o que acontecer, a resposta ao Chega é um não”.",https://www.publico.pt/2022/01/25/politica/noticia/campanha-catarina-martins-critica-rui-rio-frente-sondagem-1993027#73950,https://www.publico.pt/2022/01/25/politica/noticia/campanha-catarina-martins-critica-rui-rio-frente-sondagem-1993027,,Rio diz que Costa “podia perder as eleições com dignidade”,"Com Rui Rio à frente em nova sondagem, António Costa mudou o discurso de campanha. João Ferreira regressa hoje à campanha, Jerónimo de Sousa amanhã.",,,,355,3.94
49,CNN Portugal,cnnportugal,101826228779402,TV_CHANNEL,PT,"CNN Portugal. A força da informação, 24 horas por dia, em direto e em português.  Acompanhe no canal 7, em cnnportugal.pt e descarregue a nossa app. #EmTodasAsFrentes
",2021-05-24 11:30:20,1155593,1139175,2022-01-13 13:00:45 WET,2022-01-13,13:00:45,Link,352,149,170,2,13,0,12,0,0,6,,-,0,0,0,,https://www.facebook.com/101826228779402/posts/236420235320000,| CNN ALERTA |,https://cnnportugal.iol.pt/jeronimo-de-sousa/jeronimo-ja-foi-operado-cirurgia-foi-um-exito/20220113/61e020a70cf21847f0a4e26a?utm_source=facebook&utm_medium=social&utm_campaign=ed-cnnportugal,https://cnnportugal.iol.pt/jeronimo-de-sousa/jeronimo-ja-foi-operado-cirurgia-foi-um-exito/20220113/61e020a70cf21847f0a4e26a,,Jerónimo já foi operado. Cirurgia foi um “êxito“,,,,,352,2.63
55,SIC Notícias,sicnoticias,150808986387,TV_CHANNEL,PT,"Obrigado por visitar a SIC Notícias. 

Aqui pode seguir os conteúdos que passam na televisão e os exclusivos do site: em texto, vídeo e em fotos. 

Acompanhe também as notícias de última hora em direto. 

http://sicnoticias.pt/ ",2009-09-09 10:03:09,1763793,1940738,2022-01-09 00:56:06 WET,2022-01-09,00:56:06,Link,310,36,168,3,2,1,89,2,9,0,,-,0,0,0,,https://www.facebook.com/150808986387/posts/10160373010796388,O secretário-geral do PCP diz que a pandemia veio expor os muitos problemas que os país enfrenta e apontou o dedo às políticas do PS e PSD.,https://sicnoticias.pt/eleicoes-legislativas/legislativas-jeronimo-desafia-portugueses-a-refletirem-sobre-o-seu-futuro-antes-de-votarem,https://sicnoticias.pt/eleicoes-legislativas/legislativas-jeronimo-desafia-portugueses-a-refletirem-sobre-o-seu-futuro-antes-de-votarem/,,Legislativas: Jerónimo desafia portugueses a refletirem sobre o seu futuro antes de votarem,,,,,310,3.01
58,Expresso,jornalexpresso,43218682948,TOPIC_NEWSPAPER,PT,"Página oficial do Expresso no Facebook. As notícias e a opinião que interessam. Todos os dias, a todas as horas 
https://expresso.pt",2009-01-03 09:57:23,760177,796191,2022-01-04 22:59:07 WET,2022-01-04,22:59:07,Link,298,66,149,11,3,1,60,2,4,2,,-,0,0,0,,https://www.facebook.com/43218682948/posts/10159305183517949,"No segundo de três debates na noite desta terça, os comentadores do Expresso foram unânimes: António Costa bateu o antigo parceiro de Geringonça. Leia a análise completa",https://expresso.pt/eleicoes-legislativas-2022/no-tira-teimas-costa-melhor-que-jeronimo-as-notas-e-textos-dos-comentadores-expresso,https://expresso.pt/eleicoes-legislativas-2022/no-tira-teimas-costa-melhor-que-jeronimo-as-notas-e-textos-dos-comentadores-expresso/,,"No tira-teimas, Costa melhor que Jerónimo (as notas e textos dos comentadores Expresso)","António Costa não poupou Jerónimo e, concluem os comentadores do Expresso, venceu o primeiro debate da antiga geringonça. Veja as notas e os comentários",,,,298,3.07
62,CNN Portugal,cnnportugal,101826228779402,TV_CHANNEL,PT,"CNN Portugal. A força da informação, 24 horas por dia, em direto e em português.  Acompanhe no canal 7, em cnnportugal.pt e descarregue a nossa app. #EmTodasAsFrentes
",2021-05-24 11:30:20,1155036,1138258,2022-01-05 13:16:33 WET,2022-01-05,13:16:33,Native Video,283,81,123,40,1,1,26,4,5,2,owned,Yes,6324,7150,0,00:03:33,https://www.facebook.com/101826228779402/posts/230580879237269,"Costa diz que fez “das tripas coração“, mas Jerónimo acusa-o de só “pensar em eleições“. O debate entre o secretário-geral do PS e o líder do PCP em três minutos. Veja o debate na íntegra aqui: https://swki.me/Eq3cWRY4:=:https://cnnportugal.iol.pt/videos/o-debate-entre-antonio-costa-e-jeronimo-de-sousa-na-integra/61d4c2df0cf2c7ea0f1116ba",https://www.facebook.com/cnnportugal/videos/961785048050703/,,,O debate entre António Costa e Jerónimo de Sousa,,,,,283,1.44
63,Público,Publico,88388366982,MEDIA_NEWS_COMPANY,PT,"Bem-vindo à página do PÚBLICO no Facebook, um espaço de informação, partilha e debate.",2009-04-14 17:16:12,1189059,1186093,2022-01-11 10:53:34 WET,2022-01-11,10:53:34,Link,279,43,182,4,0,1,2,9,0,38,,-,0,0,0,,https://www.facebook.com/88388366982/posts/10160059102851983,O secretário-geral será substituído por João Ferreira e João Oliveira.,https://www.publico.pt/2022/01/11/politica/noticia/jeronimo-sousa-vai-operado-urgencia-falha-proximos-dias-campanha-eleitoral-1991459,,,Jerónimo de Sousa vai ser operado de urgência e falha próximos dias da campanha eleitoral,O secretário-geral erá substituído por João Ferreira e João Oliveira.,,,,279,2.97
65,SIC Notícias,sicnoticias,150808986387,TV_CHANNEL,PT,"Obrigado por visitar a SIC Notícias. 

Aqui pode seguir os conteúdos que passam na televisão e os exclusivos do site: em texto, vídeo e em fotos. 

Acompanhe também as notícias de última hora em direto. 

http://sicnoticias.pt/ ",2009-09-09 10:03:09,1763861,1940857,2022-01-11 15:39:26 WET,2022-01-11,15:39:26,Link,259,102,125,2,2,4,23,0,0,1,,-,0,0,0,,https://www.facebook.com/150808986387/posts/10160377923236388,"O secretário-geral do PCP, Jerónimo de Sousa, vai ser submetido a uma operação urgente na quarta-feira.",https://sicnoticias.pt/sicnoticias/ventura-deseja-rapida-recuperacao-a-jeronimo-de-sousa/,,,Ventura deseja “rápida recuperação” a Jerónimo de Sousa,"O secretário-geral do PCP, Jerónimo de Sousa, vai ser submetido a uma operação urgente na quarta-feira.",,,,259,2.51
68,Diário de Notícias,DiariodeNoticias.pt,196064380421881,MEDIA_NEWS_COMPANY,PT,Esta é a página Facebook do Diário de Notícias - Há mais de 150 anos a contar as histórias de Portugal e do mundo,2011-02-24 13:02:07,1328998,1335692,2022-01-04 21:47:27 WET,2022-01-04,21:47:27,Link,249,67,98,8,1,0,67,4,4,0,,-,0,0,0,,https://www.facebook.com/196064380421881/posts/5403925286302405,,https://www.dn.pt/politica/jeronimo-admite-convergencia-mas-costa-diz-que-geringonca-nao-da-confianca-14461830.html,,,Jerónimo admite ″convergência″ mas Costa diz que geringonça ″não dá confiança″,"Os líderes do PS e do PCP enfrentaram-se esta noite num frente-a-frente na TVI. Jerónimo admitiu ""convergências"" futuras com Costa mas este disse que não.",,,,249,1.93
73,TSF - Rádio Notícias,tsfradio,174996242665,RADIO_STATION,PT,"Tudo o que se passa passa na TSF     
www.tsf.pt",2009-11-18 00:38:36,477135,491257,2022-01-13 13:03:09 WET,2022-01-13,13:03:09,Link,238,161,48,2,21,0,4,0,0,2,,-,0,0,0,,https://www.facebook.com/174996242665/posts/10158648723562666,,https://www.tsf.pt/portugal/politica/cirurgia-terminou-com-exito-jeronimo-de-sousa-ja-despertou-da-anestesia-14487573.html,,,Cirurgia terminou ″com êxito″. Jerónimo de Sousa já despertou da anestesia,"O PCP comunica que a intervenção cirúrgica em Jerónimo de Sousa foi ″um êxito″, tendo sido assegurados os ″objetivos″ estipulados.",,,,238,3.97
78,Diário de Notícias,DiariodeNoticias.pt,196064380421881,MEDIA_NEWS_COMPANY,PT,Esta é a página Facebook do Diário de Notícias - Há mais de 150 anos a contar as histórias de Portugal e do mundo,2011-02-24 13:02:07,1329045,1335823,2022-01-13 13:09:09 WET,2022-01-13,13:09:09,Link,220,136,63,4,12,0,2,0,0,3,,-,0,0,0,,https://www.facebook.com/196064380421881/posts/5430854250276175,"O PCP informa que a cirurgia de urgência do secretário-geral do partido ""decorreu com êxito, tendo sido concretizados os objetivos cirúrgicos"" da intervenção.",https://www.dn.pt/politica/cirurgia-de-jeronimo-de-sousa-decorreu-com-exito-14487584.html,,,Cirurgia de Jerónimo de Sousa decorreu ″com êxito″,"O PCP informa que a cirurgia de urgência do secretário-geral do partido ""decorreu com êxito, tendo sido concretizados os objetivos cirúrgicos"" da intervenção.",,,,220,1.82
79,Diário de Notícias,DiariodeNoticias.pt,196064380421881,MEDIA_NEWS_COMPANY,PT,Esta é a página Facebook do Diário de Notícias - Há mais de 150 anos a contar as histórias de Portugal e do mundo,2011-02-24 13:02:07,1329048,1335827,2022-01-12 11:31:02 WET,2022-01-12,11:31:02,Link,220,102,71,1,0,1,3,1,0,41,,-,0,0,0,,https://www.facebook.com/196064380421881/posts/5426748910686709,,https://www.tsf.pt/portugal/politica/cirurgia-de-jeronimo-tem-1-a-2-de-hipoteses-de-complicacoes-pos-operatorio-exige-vida-calma-14483178.html,,,Cirurgia à estenose da carótida ″tem 1 a 2% de hipóteses de complicações″. Pós-operatório exige ″vida calma″,"Jerónimo de Sousa está a horas de ser operado à estenose na carótida. O cirurgião vascular Manuel Fonseca explica à TSF que, após esta intervenção, o doente tem geralmente alta após dois ou três dias. Segue-se, depois, um período mais amplo em que é preciso estar atento a alguns sinais,...",,,,220,1.8
80,RTP Notícias,rtpnoticias,110253572394348,MEDIA_NEWS_COMPANY,PT,Página de notícias da RTP no Facebook.,2011-04-22 23:01:35,502019,532152,2022-01-11 12:18:21 WET,2022-01-11,12:18:21,Link,218,61,119,12,0,4,3,2,0,17,,-,0,0,0,,https://www.facebook.com/110253572394348/posts/4804693872950271,O cirurgião cardiotorácico Manuel Antunes explicou na RTP3 a cirurgia que vai ser realizada a Jerónimo de Sousa.,https://www.rtp.pt/noticias/pais/o-que-e-uma-estenose-carotidea_v1376010,,,O que é uma estenose carotídea?,"O cirurgião cardiotorácico Manuel Antunes explicou na RTP3 a cirurgia que vai ser realizada a Jerónimo de Sousa. Segundo o cardiologista, a estenose carotídea é provocada pelo colesterol nas artérias e pode causar um enfarte do miocárdio.",,,,218,4.54
81,Observador,ObservadorOnTime,111978555633494,NEWS_SITE,PT,"Obrigado por visitar o Observador no Facebook. Aqui queremos partilhar informação, interagir com os nossos leitores e discutir ideias.",2012-11-27 14:41:38,828796,934821,2022-01-10 09:06:39 WET,2022-01-10,09:06:39,Live Video Complete,218,46,140,3,14,1,12,0,2,0,crosspost,Yes,2623,2630,2722,00:55:31,https://www.facebook.com/111978555633494/posts/598644381394668,"Jerónimo de Sousa, secretário-geral do PCP, em direto numa entrevista conduzida por Miguel Pinheiro, Rui Pedro Antunes e Mariana Lima Cunha.",https://www.facebook.com/ObservadorOnTime/videos/598644381394668/,,,Jerónimo de Sousa está “Sob Escuta” na Rádio Observador,,,,,218,1.91
