Page Name,User Name,Facebook Id,Page Category,Page Admin Top Country,Page Description,Page Created,Likes at Posting,Followers at Posting,Post Created,Post Created Date,Post Created Time,Type,Total Interactions,Likes,Comments,Shares,Love,Wow,Haha,Sad,Angry,Care,Video Share Status,Is Video Owner?,Post Views,Total Views,Total Views For All Crossposts,Video Length,URL,Message,Link,Final Link,Image Text,Link Text,Description,Sponsor Id,Sponsor Name,Sponsor Category,Total Interactions (weighted  —  Likes 1x Shares 1x Comments 1x Love 1x Wow 1x Haha 1x Sad 1x Angry 1x Care 1x ),Overperforming Score
NOVO Semanário,NOVOsemanario,103582768532587,MEDIA_NEWS_COMPANY,PT,Media/news company,2021-04-15 09:22:10,25806,17555,2022-01-18 16:45:04 WET,2022-01-18,16:45:04,Link,24,9,7,0,0,0,8,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/103582768532587/posts/280688720821990,"A opinião de Miguel Baumgartner, dirigente do CDS/PP.",https://onovo.pt/opiniao/deixem-o-chicao-jogar-a-bola-CA8828040,,,Deixem o Chicão jogar à bola,Eu tinha avisado. Ao Francisco Rodrigues dos Santos aplica-se aquilo que muitos treinadores dizem do...,,,,24,-1.17
CNN Portugal,cnnportugal,101826228779402,TV_CHANNEL,PT,"CNN Portugal. A força da informação, 24 horas por dia, em direto e em português.  Acompanhe no canal 7, em cnnportugal.pt e descarregue a nossa app. #EmTodasAsFrentes
",2021-05-24 11:30:20,1156020,1139879,2022-01-15 00:30:07 WET,2022-01-15,00:30:07,Link,24,10,8,0,0,1,5,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/101826228779402/posts/237607878534569,"São inconciliáveis em tudo: no volume dos impostos, no tamanho do Estado, na validade das privatizações ou na necessidade das desprivatizações. Veja os destaques do frente a frente entre Catarina Martins e Francisco Rodrigues dos Santos:",https://cnnportugal.iol.pt/francisco-rodrigues-dos-santos/debate/o-encontro-impossivel-catarina-martins-quer-desprivatizar-rodrigues-santos-quer-aumentar-lucros-das-empresas/20301204/61e1fd560cf2cc58e7dd33b2?utm_source=facebook&utm_medium=social&utm_campaign=ed-cnnportugal,https://cnnportugal.iol.pt/francisco-rodrigues-dos-santos/debate/o-encontro-impossivel-catarina-martins-quer-desprivatizar-rodrigues-santos-quer-aumentar-lucros-das-empresas/20301204/61e1fd560cf2cc58e7dd33b2,,"Há uma “uma certa direita que acredita no Pai Natal“ e há uma esquerda que acredita em Francisco, “não o Papa mas o Louçã“: CDS vs. BE",,,,,24,-5.25
CHEGA Cascais,chegacascais,579107079183838,POLITICAL_PARTY,PT,"Pagina de Apoio ao Dr. André Ventura e ao CHEGA.
",2018-12-31 17:52:39,6992,7081,2022-01-19 12:51:48 WET,2022-01-19,12:51:48,Link,24,24,0,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/579107079183838/posts/1316878878739984,"A verdade de que só o CHEGA fala, num país em que António Costa só vê maravilhas! André Ventura: ""Pagamos a quinta gasolina mais cara da Europa"". Verdadeiro ou falso? - Polígrafo https://bit.ly/3KsOkBd:=:https://poligrafo.sapo.pt/fact-check/andre-ventura-pagamos-a-quinta-gasolina-mais-cara-da-europa-verdadeiro-ou-falso",https://bit.ly/3KsOkBd,https://poligrafo.sapo.pt/fact-check/andre-ventura-pagamos-a-quinta-gasolina-mais-cara-da-europa-verdadeiro-ou-falso,,"André Ventura: ""Pagamos a quinta gasolina mais cara da Europa"". Verdadeiro ou falso? - Polígrafo","A segunda tentativa bastou para André Ventura acertar na variável. No debate frente a Francisco Rodrigues dos Santos, o líder do Chega tinha referido que Portugal era o país da Europa com a quinta eletricidade mais cara. Mas esta segunda-feira, no debate a nove na RTP, Ventura corrigiu o tiro: ""...",,,,24,-2.21
esquerda.net,esquerda.net,116426248469551,TOPIC_NEWSPAPER,PT,"O esquerda.net é um portal de informação alternativa
",2011-11-13 15:59:47,107043,112368,2022-01-14 22:39:40 WET,2022-01-14,22:39:40,Native Video,24,18,0,4,2,0,0,0,0,0,share,No,269,1573,0,00:01:50,https://www.facebook.com/116426248469551/posts/4588051771306954,,https://www.facebook.com/Blocodeesquerdaoficial/videos/320715313288565/,,,Bloco de Esquerda,"Há uma direita que acredita no Pai Natal: acreditam que vem capital estrangeiro investir em empresas estratégicas para depois cumprir o interesse público. Isso não aconteceu. Em todas as áreas, Portugal ficou mais frágil, mais dependente de interesses estrangeiros.

Catarina Martins em debate com Francisco Rodrigues dos Santos.",,,,24,-2.67
Renascença,renascenca,105044957514,BROADCASTING_MEDIA_PRODUCTION,PT,"A par com o mundo 

Ouvir online: http://rr.sapo.pt/",2009-07-22 15:58:34,332227,397469,2022-01-26 19:15:00 WET,2022-01-26,19:15:00,Link,24,6,4,0,0,0,11,0,1,2,,-,0,0,0,N/A,https://www.facebook.com/105044957514/posts/10158975839462515,"""Eu tenho a certeza absoluta que nas eleições legislativas eu vou receber o presente por estes dois anos de liderança"", disse o líder do CDS",https://rr.sapo.pt/noticia/politica/2022/01/26/francisco-rodrigues-dos-santos-anuncia-recandidatura-ao-cds/269880/,,,Francisco Rodrigues dos Santos anuncia recandidatura ao CDS - Renascença,"""Eu tenho a certeza absoluta que nas eleições legislativas eu vou receber o presente por estes dois anos de liderança"", disse o líder do CDS.",,,,24,-2.38
Renascença,renascenca,105044957514,BROADCASTING_MEDIA_PRODUCTION,PT,"A par com o mundo 

Ouvir online: http://rr.sapo.pt/",2009-07-22 15:58:34,332074,396851,2022-01-08 22:30:00 WET,2022-01-08,22:30:00,Link,24,5,9,0,1,0,9,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/105044957514/posts/10158947079882515,"Francisco Rodrigues dos Santos antecipou que o programa do partido inscreve entre os seus compromissos a criação de um ""complemento de pensão no inverno"", que visa apoiar os idosos no pagamento da fatura de eletricidade.",https://rr.sapo.pt/noticia/politica/2022/01/08/cds-quer-mais-9000-efetivos-nas-forcas-de-seguranca-e-pgr-nomeado-pelo-parlamento/267531/,,,CDS quer mais 9.000 efetivos nas forças de segurança e PGR nomeado pelo parlamento - Renascença,"Francisco Rodrigues dos Santos antecipou que o programa do partido inscreve entre os seus compromissos a criação de um ""complemento de pensão no inverno"", que visa apoiar os idosos no pagamento da fatura de eletricidade.",,,,24,-2.54
Notícias ao Minuto,NoticiasAoMinuto,399457500101727,NEWS_SITE,PT,https://www.noticiasaominuto.com -  Seja o primeiro a saber,2012-07-03 16:29:31,988576,995490,2022-01-09 22:00:55 WET,2022-01-09,22:00:55,Link,24,11,7,1,0,0,4,0,1,0,,-,0,0,0,N/A,https://www.facebook.com/399457500101727/posts/4845456795501753,António Costa e Francisco Rodrigues dos Santos estiveram frente a frente,https://www.noticiasaominuto.com/politica/1907579/sns-garante-sade-para-todos-diz-ps-mas-no-tem-mos-a-medir,,,"SNS garante saúde para todos, diz PS. Mas não tem ""mãos a medir""", ,,,,24,-2.17
RTP Notícias,rtpnoticias,110253572394348,MEDIA_NEWS_COMPANY,PT,Página de notícias da RTP no Facebook.,2011-04-22 23:01:35,502161,532469,2022-01-27 22:05:03 WET,2022-01-27,22:05:03,Link,24,7,10,0,0,0,7,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/110253572394348/posts/4876686295751028,Francisco Rodrigues dos Santos afirma que os programas económicos da esquerda são fábricas de impostos.,https://www.rtp.pt/noticias/politica/lider-do-cds-pp-volta-a-piscar-o-olho-ao-psd_v1380150,,,Líder do CDS-PP volta a piscar o olho ao PSD,Francisco Rodrigues dos Santos afirma que os programas económicos da esquerda são fábricas de impostos. O PAN acusa o PS e o PSD de não defenderem os interesses dos jovens.,,,,24,-1.33
SIC Notícias,sicnoticias,150808986387,TV_CHANNEL,PT,"Obrigado por visitar a SIC Notícias. 

Aqui pode seguir os conteúdos que passam na televisão e os exclusivos do site: em texto, vídeo e em fotos. 

Acompanhe também as notícias de última hora em direto. 

http://sicnoticias.pt/ ",2009-09-09 10:03:09,1764282,1941662,2022-01-26 22:27:46 WET,2022-01-26,22:27:46,Link,24,5,10,0,0,0,8,0,0,1,,-,0,0,0,N/A,https://www.facebook.com/150808986387/posts/10160408727541388,Atual líder acredita que o partido terá um resultado acima do indicado nas sondagens.,https://sicnoticias.pt/eleicoes-legislativas/legislativas-rodrigues-dos-santos-recandidata-se-a-lideranca-do-cds/,,,Legislativas: Rodrigues dos Santos recandidata-se à liderança do CDS - SIC Notícias,Atual líder acredita que o partido terá um resultado acima do indicado nas sondagens.,,,,24,-2.92
CNN Portugal,cnnportugal,101826228779402,TV_CHANNEL,PT,"CNN Portugal. A força da informação, 24 horas por dia, em direto e em português.  Acompanhe no canal 7, em cnnportugal.pt e descarregue a nossa app. #EmTodasAsFrentes
",2021-05-24 11:30:20,1155138,1138409,2022-01-06 23:45:31 WET,2022-01-06,23:45:31,Native Video,23,19,1,3,0,0,0,0,0,0,owned,Yes,933,938,0,00:00:27,https://www.facebook.com/101826228779402/posts/231611185800905,DECISÃO 22. Os candidatos do PSD e CDS frente a frente na CNN Portugal e na TVI esta sexta-feira à noite. O que une e o que separa Rui Rio e Francisco Rodrigues dos Santos.,https://www.facebook.com/cnnportugal/videos/676389940037708/,,,,,,,,23,-8.39
Notícias ao Minuto,NoticiasAoMinuto,399457500101727,NEWS_SITE,PT,https://www.noticiasaominuto.com -  Seja o primeiro a saber,2012-07-03 16:29:31,988493,995404,2022-01-13 08:42:28 WET,2022-01-13,08:42:28,Link,23,5,5,0,0,0,10,2,1,0,,-,0,0,0,N/A,https://www.facebook.com/399457500101727/posts/4855593977821368,"Isabel Moreira apontou que esta expressão é ""gravíssima""",https://www.noticiasaominuto.com/politica/1910001/uma-joacine-ao-contrrio-frase-do-lder-do-cds-vale-duras-crticas,,,"""É uma Joacine ao contrário"". Frase do líder do CDS vale (duras) críticas", ,,,,23,-2.17
Observador,ObservadorOnTime,111978555633494,NEWS_SITE,PT,"Obrigado por visitar o Observador no Facebook. Aqui queremos partilhar informação, interagir com os nossos leitores e discutir ideias.",2012-11-27 14:41:38,828909,935243,2022-01-15 00:15:11 WET,2022-01-15,00:15:11,Link,23,2,5,1,0,0,15,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/111978555633494/posts/2283833801781281,"Frente a frente entre Catarina Martins e Rodrigues dos Santos decorreu relativamente morno até ao minuto final, em que o líder do CDS puxou das salas de chuto e a bloquista atirou com Ventura.",https://observador.pt/2022/01/15/catarina-martins-e-rodrigues-dos-santos-o-debate-que-aqueceu-no-ultimo-minuto-quando-apareceu-o-fantasma-de-ventura/?utm_medium=Social&utm_source=Facebook#Echobox=1642205564,https://observador.pt/2022/01/15/catarina-martins-e-rodrigues-dos-santos-o-debate-que-aqueceu-no-ultimo-minuto-quando-apareceu-o-fantasma-de-ventura/,,Catarina Martins e Rodrigues dos Santos: o debate que aqueceu no último minuto (quando apareceu o fantasma de Ventura),,,,,23,-3.74
Observador,ObservadorOnTime,111978555633494,NEWS_SITE,PT,"Obrigado por visitar o Observador no Facebook. Aqui queremos partilhar informação, interagir com os nossos leitores e discutir ideias.",2012-11-27 14:41:38,828773,934636,2022-01-08 04:00:30 WET,2022-01-08,04:00:30,Link,23,11,6,1,1,1,3,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/111978555633494/posts/2277960042368657,"Em simultâneo com o novo sistema, o líder do CDS/PP defendeu ""uma limitação de mandatos na AR"" considerando que ""nenhum deputado deve poder exercer consecutivamente mais de três mandatos"".",https://observador.pt/2022/01/07/lider-do-cds-pp-quer-avancar-com-reforma-do-sistema-eleitoral/?utm_medium=Social&utm_source=Facebook#Echobox=1641572371,,,Líder do CDS/PP quer avançar com reforma do sistema eleitoral,,,,,23,-3.83
Expresso,jornalexpresso,43218682948,TOPIC_NEWSPAPER,PT,"Página oficial do Expresso no Facebook. As notícias e a opinião que interessam. Todos os dias, a todas as horas 
https://expresso.pt",2009-01-03 09:57:23,760676,796787,2022-01-08 00:00:12 WET,2022-01-08,00:00:12,Link,23,10,6,0,0,0,7,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/43218682948/posts/10159309939737949,"Por mais que o líder do CDS tenha querido vincar diferenças, e por mais que o líder do PSD até tenha começado por enumerar uma delas, o que se viu foi um entendimento quase total",https://expresso.pt/politica/o-debate-entre-parceiros-de-coligacao-que-antes-de-o-ser-ja-o-eram,https://expresso.pt/politica/o-debate-entre-parceiros-de-coligacao-que-antes-de-o-ser-ja-o-eram/,,O debate entre parceiros de coligação que antes de o ser já o eram - Expresso,"Sintonia entre Rui Rio e Francisco Rodrigues dos Santos. Por mais que o líder do CDS tenha querido vincar diferenças, e por mais que o líder do PSD até tenha começado por enumerar uma delas - um é do centro, o outro de direita - o que se viu foi um entendimento quase total: TAP é para privati...",,,,23,-4.22
Revista Visão,visaopt,44028982543,MEDIA_NEWS_COMPANY,PT,"A newsmagazine mais lida em Portugal.
Site: visao.sapo.pt
Email: visao@visao.pt
Instagram: @revista_visao",2009-01-12 18:04:14,560029,581488,2022-01-19 20:30:05 WET,2022-01-19,20:30:05,Link,22,5,10,0,0,0,6,1,0,0,,-,0,0,0,N/A,https://www.facebook.com/44028982543/posts/10158629897082544,"Francisco Rodrigues dos Santos falou, riu e dançou. No Mercado do Livramento, em Setúbal, o líder do CDS não se atemorizou, e apesar do desaire de 2019, confia que, agora, é tempo de voltar a eleger no distrito. Os sorrisos só cessaram para enviar (duras) críticas a António Costa e ao PS – o líder centrista quer ""pedido de desculpa"" do PM e apela ao Parlamento para encontrar “respaldo constitucional que permita realizar eleições em dois dias",https://visao.sapo.pt/atualidade/politica/legislativas2022/2022-01-19-rodrigues-dos-santos-dancou-na-pista-da-esquerda-e-so-perdeu-o-sorriso-para-falar-de-costa/,,,"Visão | Rodrigues dos Santos dançou na ""pista"" da esquerda e só perdeu o sorriso para falar de Costa","Francisco Rodrigues dos Santos falou, riu e dançou. No Mercado do Livramento, em Setúbal, o líder do CDS não se atemorizou, e apesar do desaire de 2019, confia que, agora, é tempo de voltar a eleger no distrito. Os sorrisos só cessaram para enviar (duras) críticas a António Costa e ao PS –...",,,,22,-2.41
TSF - Rádio Notícias,tsfradio,174996242665,RADIO_STATION,PT,"Tudo o que se passa passa na TSF     
www.tsf.pt",2009-11-18 00:38:36,477144,491425,2022-01-24 22:20:00 WET,2022-01-24,22:20:00,Link,22,6,5,0,0,1,7,3,0,0,,-,0,0,0,N/A,https://www.facebook.com/174996242665/posts/10158667600012666,,https://www.tsf.pt/portugal/politica/chicao-diz-que-antonio-costa-cheira-a-medina-e-avisa-que-bloco-central-e-perigoso-14523215.html,,,Chicão diz que António Costa ″cheira″ a Medina e avisa que bloco central ″é perigoso″,"Francisco Rodrigues dos Santos disse, esta tarde, em Mirandela, no distrito de Bragança, que António Costa cheira a Fernando Medina, como que perspetivando uma derrota socialista nas legislativas de domingo. O líder do CDS alertou ainda para o perigo de o país ficar com um bloco central.",,,,22,-2.45
RTP Notícias,rtpnoticias,110253572394348,MEDIA_NEWS_COMPANY,PT,Página de notícias da RTP no Facebook.,2011-04-22 23:01:35,502092,532282,2022-01-18 12:45:00 WET,2022-01-18,12:45:00,Link,22,4,9,0,0,0,7,2,0,0,,-,0,0,0,N/A,https://www.facebook.com/110253572394348/posts/4833436260076032,"São declarações do líder do CDS à Antena 1. Entrevistado pela jornalista madalena salema, Francisco Rodrigues dos Santos apela ao voto no CDS para combater o PS e travar a deriva do PSD por maus caminhos.",https://www.rtp.pt/noticias/politica/francisco-rodrigues-dos-santos-acusa-rui-rio-de-virar-a-esquerda_a1377603,,,Francisco Rodrigues dos Santos acusa Rui Rio de virar à esquerda,"São declarações do líder do CDS à Antena 1. Entrevistado pela jornalista madalena salema, Francisco Rodrigues dos Santos apela ao voto no CDS para combater o PS e travar a deriva do PSD por maus caminhos.",,,,22,-2.05
RTP Notícias,rtpnoticias,110253572394348,MEDIA_NEWS_COMPANY,PT,Página de notícias da RTP no Facebook.,2011-04-22 23:01:35,501897,531932,2022-01-05 10:30:00 WET,2022-01-05,10:30:00,Photo,22,8,7,3,0,0,4,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/110253572394348/posts/4787052061381119,"#Legislativas2022. Francisco Rodrigues dos Santos e João Cotrim de Figueiredo frente a frente hoje às 18h15, na RTP3. 📷 RTP",https://www.facebook.com/rtpnoticias/photos/a.113094768776895/4787046998048292/?type=3,,TIVAS 22,,,,,,22,-2
Observador,ObservadorOnTime,111978555633494,NEWS_SITE,PT,"Obrigado por visitar o Observador no Facebook. Aqui queremos partilhar informação, interagir com os nossos leitores e discutir ideias.",2012-11-27 14:41:38,828630,934013,2022-01-04 18:53:29 WET,2022-01-04,18:53:29,Link,22,5,8,1,0,0,8,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/111978555633494/posts/2275116765986318,"O líder centrista, em entrevista ao Observador, diz que gostava de ""ver o Chega pelas costas"", mas admite repetir uma solução no continente igual à dos Açores, porque o ""CDS nunca será maioritário"".",https://observador.pt/programas/atualidade/vamos-ver-se-o-psd-vai-precisar-ou-nao-do-cds-o-essencial-da-entrevista-a-rodrigues-dos-santos/?utm_medium=Social&utm_source=Facebook#Echobox=1641315736,,,"""Vamos ver se o PSD vai precisar ou não do CDS"". O essencial da entrevista a Rodrigues dos Santos",,,,,22,-4
Porto Canal,portocanal,156413471053100,TV_NETWORK,PT,"“Você é o nosso Norte”
Canal emitido em alta definição com foco em informação e atualidade do FC Porto.

📺 TV
MEO - 15 
NOS -  28
VODAFONE - 13
NOWO - 318 

🖥📱 Web
portocanal.sapo.pt
fcportotv.com
",2010-09-21 20:17:51,302548,343939,2022-01-26 12:00:01 WET,2022-01-26,12:00:01,Native Video,22,12,5,1,0,0,3,0,1,0,owned,Yes,341,343,0,00:01:32,https://www.facebook.com/156413471053100/posts/5428432087184519,"Francisco Rodrigues dos Santos esteve, esta terça-feira, no Porto onde criticou a falta de ideias socialistas de desenvolvimento para o país e recordou que um voto no Chega ou na Iniciativa Liberal era um voto no desconhecido. #PortoCanal #Informação #Legislativas",https://www.facebook.com/portocanal/videos/4801568436631280/,,,"Francisco Rodrigues dos Santos esteve, esta terça-feira, no Porto onde criticou a falta de ideias socialistas de desenvolvimento para o país e recordou que um voto no Chega ou na Iniciativa Liberal era um voto no desconhecido.",,,,,22,-2.73
Porto Canal,portocanal,156413471053100,TV_NETWORK,PT,"“Você é o nosso Norte”
Canal emitido em alta definição com foco em informação e atualidade do FC Porto.

📺 TV
MEO - 15 
NOS -  28
VODAFONE - 13
NOWO - 318 

🖥📱 Web
portocanal.sapo.pt
fcportotv.com
",2010-09-21 20:17:51,302022,341680,2022-01-14 11:30:01 WET,2022-01-14,11:30:01,Native Video,22,12,4,4,0,0,2,0,0,0,owned,Yes,434,441,0,00:01:23,https://www.facebook.com/156413471053100/posts/5373139426047119,"Francisco Rodrigues dos Santos, Presidente CDS-PP: ➡️ ""A TAP pode ser privatizada, porque continua a empobrecer os contribuintes portugueses com impostos, com dívida e, acaba por nem garantir obrigações do serviço público"". #PortoCanal #Informação #Legislativas",https://www.facebook.com/portocanal/videos/643061647035060/,,,"Francisco Rodrigues dos Santos: ""A TAP pode ser privatizada, porque continua a empobrecer os contribuintes portugueses com impostos, com dívida e, acaba por nem garantir obrigações do serviço público""",,,,,22,-3.32
Porto Canal,portocanal,156413471053100,TV_NETWORK,PT,"“Você é o nosso Norte”
Canal emitido em alta definição com foco em informação e atualidade do FC Porto.

📺 TV
MEO - 15 
NOS -  28
VODAFONE - 13
NOWO - 318 

🖥📱 Web
portocanal.sapo.pt
fcportotv.com
",2010-09-21 20:17:51,301981,341547,2022-01-13 18:30:01 WET,2022-01-13,18:30:01,Photo,22,21,0,0,1,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/156413471053100/posts/5370194729674922,"Hoje a 𝐈𝐧𝐟𝐨𝐫𝐦𝐚𝐜̧𝐚̃𝐨 do Porto Canal é dedicada às 𝗟𝗲𝗴𝗶𝘀𝗹𝗮𝘁𝗶𝘃𝗮𝘀 ▪️ 𝗘𝗻𝘁𝗿𝗲𝘃𝗶𝘀𝘁𝗮 𝗮 𝗙𝗿𝗮𝗻𝗰𝗶𝘀𝗰𝗼 𝗥𝗼𝗱𝗿𝗶𝗴𝘂𝗲𝘀 𝗱𝗼𝘀 𝗦𝗮𝗻𝘁𝗼𝘀, líder do CDS/PP ▪️ 𝗗𝗲𝗯𝗮𝘁𝗲 𝗔𝗻𝘁𝗼́𝗻𝗶𝗼 𝗖𝗼𝘀𝘁𝗮 / 𝗥𝘂𝗶 𝗥𝗶𝗼: A Análise de Pedro Bragança e João Marecos ▪️ '𝗙𝗿𝗲𝗻𝘁𝗲 𝗮 𝗙𝗿𝗲𝗻𝘁𝗲: 𝗣𝗦 / 𝗣𝗦𝗗' com André Coelho Lima e Tiago Barbosa Ribeiro 📺 𝐍𝐨𝐢𝐭𝐞 𝐈𝐧𝐟𝐨𝐫𝐦𝐚𝐭𝐢𝐯𝐚 🕙 22h00 #PortoCanal #Informação #Legislativas",https://www.facebook.com/portocanal/photos/a.382261401801638/5370137516347310/?type=3,,,,,,,,22,-5.09
Polígrafo,jornalpoligrafo,258649144844557,TOPIC_NEWSPAPER,PT,"Página oficial do Polígrafo, o primeiro jornal português de fact-checking. Polígrafo - Em Nome da Verdade. Todos os dias. ",2018-10-18 14:31:26,119293,125096,2022-01-15 04:46:27 WET,2022-01-15,04:46:27,Link,21,6,11,0,0,0,4,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/258649144844557/posts/920518321990966,"Após o tumultuoso debate de ontem que opôs Francisco Rodrigues dos Santos (CDS-PP) a André Ventura (Chega), numa luta entre direitas, correu pelas redes sociais uma frase mais insólita do dirigente centrista: ""Um esquadrão de cavalaria à desfilada na sua cabeça não esbarra numa ideia, André Ventura."" A declaração valeu elogios a Rodrigues dos Santos e até foram criados alguns ""memes"", mas a frase original foi proferida por José Cunha Simões, antigo deputado do CDS que costumava votar várias vezes contra o próprio partido.",https://poligrafo.sapo.pt/politica/artigos/insulto-de-rodrigues-dos-santos-sobre-esquadrao-de-cavalaria-ja-tinha-sido-proferido-em-1977-por-cunha-simoes-e-contra-um-deputado?utm_medium=Social&utm_source=Facebook#Echobox=1642221075,https://poligrafo.sapo.pt/politica/artigos/insulto-de-rodrigues-dos-santos-sobre-esquadrao-de-cavalaria-ja-tinha-sido-proferido-em-1977-por-cunha-simoes-e-contra-um-deputado,,"Insulto de Rodrigues dos Santos sobre ""esquadrão de cavalaria"" já tinha sido proferido em 1977. Por Cunha Simões e contra um deputado","Após o tumultuoso debate de ontem que opôs Francisco Rodrigues dos Santos (CDS-PP) a André Ventura (Chega), numa luta entre direitas, correu pelas redes sociais uma frase mais insólita do dirigente centrista: ""Um esquadrão de cavalaria à desfilada na sua cabeça não esbarra numa ideia, André...",,,,21,-3.9
ionline.pt,ionline.jornal,722620257813366,TOPIC_NEWSPAPER,PT,"Jornal de notícias de Portugal e do Mundo. Tudo sobre Política, Desporto, Dinheiro, Tecnologia, Lifestyle, Surf, Running, Viagens, Opinião e muito mais.",2014-10-08 11:12:28,204423,203014,2021-12-31 17:36:16 WET,2021-12-31,17:36:16,Link,21,0,6,1,0,1,13,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/722620257813366/posts/6662193813855951,,https://ionline.sapo.pt/artigo/757891/lider-do-cds-volta-a-atacar-no-youtube?seccao=Portugal_i,,,Líder do CDS volta a atacar no YouTube,"Depois da ‘Mensagem de Natal’, a de ‘Ano Novo’",,,,21,-1.76
SÁBADO,sabado,52858607943,MAGAZINE,PT,"Bem-vindo ao Facebook da SÁBADO, a sua revista semanal de Grande Informação desde 2004. Chega todas as quintas-feiras às bancas de todo o país, com o GPS. 
Site -> https://www.sabado.pt/",2009-02-23 20:54:34,318458,329582,2022-01-26 17:00:02 WET,2022-01-26,17:00:02,Link,21,11,6,0,0,0,4,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/52858607943/posts/10158644935907944,"Francisco Rodrigues dos Santos sustentou que o SNS ""está sobrecarregado, não tem mãos a medir, e sobretudo ao longo da pandemia foram adiadas milhares e milhares e milhares de consultas, exames e cirurgias"".",https://www.sabado.pt/ultima-hora/detalhe/cds-propoe-via-verde-para-dar-saude-a-tempo-e-horas-aos-portugueses,,,"CDS propõe ""via verde"" para dar ""saúde a tempo e horas"" aos portugueses","Francisco Rodrigues dos Santos sustentou que o SNS 'está sobrecarregado, não tem mãos a medir, e sobretudo ao longo da pandemia foram adiadas milhares e milhares e milhares de consultas, exames e cirurgias'.",,,,21,-1.9
SÁBADO,sabado,52858607943,MAGAZINE,PT,"Bem-vindo ao Facebook da SÁBADO, a sua revista semanal de Grande Informação desde 2004. Chega todas as quintas-feiras às bancas de todo o país, com o GPS. 
Site -> https://www.sabado.pt/",2009-02-23 20:54:34,318325,329342,2022-01-18 05:00:06 WET,2022-01-18,05:00:06,Link,21,4,9,0,0,0,7,1,0,0,,-,0,0,0,N/A,https://www.facebook.com/52858607943/posts/10158631224177944,"Depois do vídeo da ""Ceia de Natal da direita"", o líder do CDS, Francisco Rodrigues dos Santos, surge no tempo de antena das eleições legislativas em ""encontros depois do desconfinamento"" com os parceiros de direita.",https://www.sabado.pt/portugal/detalhe/chicao-prepara-cocktail-em-tempo-de-antena-para-a-prima-modernaca-iniciativa-liberal,,,"""Chicão"" prepara cocktail para a ""prima moderninha"" Iniciativa Liberal","Depois do vídeo da 'Ceia de Natal da direita', o líder do CDS, Francisco Rodrigues dos Santos, surge no tempo de antena das eleições legislativas em 'encontros depois do desconfinamento' com os parceiros de direita.",,,,21,-2.05
RTP,rtp,17012177975,MEDIA_NEWS_COMPANY,PT,"RTP, Sempre Ligados  www.rtp.pt",2008-06-26 08:57:14,566871,595501,2022-01-14 10:00:01 WET,2022-01-14,10:00:01,Native Video,21,17,2,2,0,0,0,0,0,0,owned,Yes,835,838,0,00:00:14,https://www.facebook.com/17012177975/posts/10159506444282976,Debates - Legislativas 2022 Catarina Martins x Francisco Rodrigues dos Santos Hoje às 22h na RTP3 e RTP Play. #Legislativas22 #RTP,https://www.facebook.com/rtp/videos/603072870760783/,,,Legislativas 2022,,,,,21,-2.1
SIC Notícias,sicnoticias,150808986387,TV_CHANNEL,PT,"Obrigado por visitar a SIC Notícias. 

Aqui pode seguir os conteúdos que passam na televisão e os exclusivos do site: em texto, vídeo e em fotos. 

Acompanhe também as notícias de última hora em direto. 

http://sicnoticias.pt/ ",2009-09-09 10:03:09,1764430,1942265,2022-01-28 21:16:10 WET,2022-01-28,21:16:10,Link,21,5,8,0,0,0,8,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/150808986387/posts/10160412439531388,Francisco Rodrigues dos Santos deixou críticas ao resultado mínimo histórico apontado pelas sondagens para o CDS.,https://sicnoticias.pt/eleicoes-legislativas/lider-do-cds-diz-sondagens-sao-partidas-de-carnaval-antecipadas,https://sicnoticias.pt/eleicoes-legislativas/lider-do-cds-diz-sondagens-sao-partidas-de-carnaval-antecipadas/,,Líder do CDS diz sondagens são “partidas de Carnaval antecipadas”,,,,,21,-2.71
